Date,Area,District,Volume_inb_ball,Score_inb_ball,Score_p_1_inb_ball,Score_p_2_inb_ball,Score_p_3_inb_ball,type
2020-10-29,Western,Arizona,62929,98.43,98.63,99,99.33,inbound
2020-10-29,Western,Central Plains,7387,93.88,96.07,96.56,97.44,inbound
2020-10-29,Western,Colorado/Wyoming,15304,69.9,74.69,78.08,86.25,inbound
2020-10-29,Western,Dakotas,7943,97.53,98,98.74,99.32,inbound
2020-10-29,Western,Hawkeye,16522,97.65,98.64,98.83,99.06,inbound
2020-10-29,Western,Mid-Americas,7152,95.05,97.46,97.94,98.97,inbound
2020-10-29,Western,Nevada Sierra,24124,98.15,99.16,99.42,99.59,inbound
2020-10-29,Western,Northland,5187,84.11,90.53,90.88,99.42,inbound
2020-10-29,Western,Portland,45805,97.46,98.55,98.93,99.05,inbound
2020-10-29,Western,Salt Lake City,42682,97.61,99.16,99.4,99.74,inbound
2020-10-29,Western,Seattle,77296,98.12,98.93,99.26,99.39,inbound
2020-10-30,Metro,Atlanta,8233,78.22,93.26,94.04,94.51,inbound
2020-10-30,Metro,Baltimore,12517,90.83,95.63,97.15,97.47,inbound
2020-10-30,Metro,Capital,12224,92.51,97.55,98.13,98.24,inbound
2020-10-30,Metro,Greater S Carolina,9127,81.95,92.75,95.77,96.12,inbound
2020-10-30,Metro,Greensboro,13030,80.82,90.66,94.98,95.26,inbound
2020-10-30,Metro,Mid-Carolinas,9915,77.29,91.66,96.23,96.55,inbound
2020-10-30,Metro,Norther Virginia,13648,91.76,95.93,96.27,96.41,inbound
2020-10-30,Metro,Richmond,12627,90.87,97.73,98.68,98.84,inbound
2020-10-30,Eastern,Appalachian,1486,89.77,95.63,96.03,96.37,inbound
2020-10-30,Eastern,Central Pennsylvania,21627,64.05,93.54,97.49,97.82,inbound
2020-10-30,Eastern,Kentuckiana,559,72.45,87.12,87.12,88.19,inbound
2020-10-30,Eastern,Norther Ohio,27347,94.97,98.01,98.78,98.85,inbound
2020-10-30,Eastern,Ohio Valley,20704,93.75,98.33,99.01,99.1,inbound
2020-10-30,Eastern,Philadelphia Metropo,15297,86.91,95.18,98.07,98.31,inbound
2020-10-30,Eastern,South Jersey,14792,92.51,95.15,96.81,96.91,inbound
2020-10-30,Eastern,Tennessee,4816,91.45,98.21,98.32,98.71,inbound
2020-10-30,Eastern,Western New York,11416,97.07,99.31,99.35,99.39,inbound
2020-10-30,Eastern,Western Pennsylvania,20447,90.8,98.7,99,99.11,inbound
2020-10-30,Great Lakes,Central Illinois,17615,88.44,96.7,97.01,97.37,inbound
2020-10-30,Great Lakes,Chicago,10806,91.44,95.22,95.39,95.69,inbound
2020-10-30,Great Lakes,Detroit,7070,77.04,89.52,96.42,97.31,inbound
2020-10-30,Great Lakes,Gateway,5810,89.97,96.73,96.95,97.28,inbound
2020-10-30,Great Lakes,Greater Indiana,801,60.8,92.76,93.63,96.25,inbound
2020-10-30,Great Lakes,Greater Michigan,4742,86.04,95.74,96.25,96.63,inbound
2020-10-30,Great Lakes,Lakeland,1424,86.66,92.77,94.66,95.44,inbound
2020-10-30,Northeast,Albany,15632,95.96,99.15,99.44,99.51,inbound
2020-10-30,Northeast,Caribbean,3525,98.7,99.69,99.69,99.77,inbound
2020-10-30,Northeast,Connecticut Valley,8035,91.28,97.34,97.73,97.88,inbound
2020-10-30,Northeast,Greater Boston,21993,93.53,98.07,98.3,98.49,inbound
2020-10-30,Northeast,Long Island,13151,94.47,97.92,98.14,98.17,inbound
2020-10-30,Northeast,New York,23959,93.84,98.51,98.94,99.19,inbound
2020-10-30,Northeast,Northern New England,718,72.98,90.95,91.09,93.45,inbound
2020-10-30,Northeast,Northern New Jersey,24342,97.37,98.87,99.01,99.04,inbound
2020-10-30,Northeast,Triboro,9568,89.62,93.1,93.53,93.57,inbound
2020-10-30,Northeast,Westchester,14402,95.45,98.84,99.1,99.17,inbound
2020-10-30,Pacific,Bay-Valley,49516,98.29,99.12,99.17,99.22,inbound
2020-10-30,Pacific,Honolulu,6249,92.32,94.29,95.73,97.36,inbound
2020-10-30,Pacific,Los Angeles,44722,98.69,99.27,99.28,99.32,inbound
2020-10-30,Pacific,Sacramento,40285,98.26,99.34,99.4,99.43,inbound
2020-10-30,Pacific,San Diego,70986,97.99,99.69,99.7,99.75,inbound
2020-10-30,Pacific,San Francisco,31287,96.32,99.11,99.18,99.21,inbound
2020-10-30,Pacific,Santa Ana,40064,98.73,99.65,99.67,99.68,inbound
2020-10-30,Pacific,Sierra Coastal,32885,97.97,99.12,99.13,99.14,inbound
2020-10-30,Southern,Alabama,933,75.03,92.39,92.93,93.46,inbound
2020-10-30,Southern,Arkansas,710,92.39,96.48,96.48,96.76,inbound
2020-10-30,Southern,Dallas,3820,89.14,97.41,97.41,97.51,inbound
2020-10-30,Southern,Ft. Worth,1345,80,91.38,92.79,92.86,inbound
2020-10-30,Southern,Gulf Atlantic,11087,85.21,94.34,95.32,95.81,inbound
2020-10-30,Southern,Houston,4221,86.61,91.49,91.64,92.06,inbound
2020-10-30,Southern,Louisiana,718,83.98,97.77,97.77,98.47,inbound
2020-10-30,Southern,Mississippi,377,72.94,94.69,94.96,96.82,inbound
2020-10-30,Southern,Oklahoma,630,63.33,95.24,95.24,98.25,inbound
2020-10-30,Southern,Rio Grande,2837,81.57,94.57,94.64,95.52,inbound
2020-10-30,Southern,South Florida,6014,88.41,96.94,96.97,97.46,inbound
2020-10-30,Southern,Suncoast,26853,93.73,97.99,98.04,98.21,inbound
2020-10-30,Western,Alaska,5009,90.88,96.31,97.56,97.88,inbound
2020-10-30,Western,Arizona,28067,91.66,98.31,98.44,98.67,inbound
2020-10-30,Western,Central Plains,4921,93.7,96.65,96.81,96.93,inbound
2020-10-30,Western,Colorado/Wyoming,12027,58.78,70.33,71.23,75.61,inbound
2020-10-30,Western,Dakotas,6006,94.27,98.38,98.43,98.65,inbound
2020-10-30,Western,Hawkeye,11945,95.09,98.23,98.58,98.75,inbound
2020-10-30,Western,Mid-Americas,5465,90.59,98.1,98.24,98.74,inbound
2020-10-30,Western,Nevada Sierra,17860,97.77,99.4,99.43,99.53,inbound
2020-10-30,Western,Northland,3214,93.06,98.35,98.57,98.72,inbound
2020-10-30,Western,Portland,23745,95.45,98.73,99.17,99.28,inbound
2020-10-30,Western,Salt Lake City,50303,98.62,99.64,99.68,99.8,inbound
2020-10-30,Western,Seattle,65332,94.61,98.7,98.86,99.08,inbound
2020-10-31,Metro,Atlanta,7700,57.17,94.9,98.27,98.27,inbound
2020-10-31,Metro,Baltimore,7184,89.05,94.17,97.31,98.26,inbound
2020-10-31,Metro,Capital,9758,91.69,95.95,98.29,98.41,inbound
2020-10-31,Metro,Greater S Carolina,5975,76.72,92.13,97.19,97.92,inbound
2020-10-31,Metro,Greensboro,10924,77.9,89.63,94.59,97.17,inbound
2020-10-31,Metro,Mid-Carolinas,8763,75.81,92.8,95.91,96.05,inbound
2020-10-31,Metro,Norther Virginia,10262,76.55,82.84,92.68,92.73,inbound
2020-10-31,Metro,Richmond,8651,84.73,96.32,98.09,98.36,inbound
2020-10-31,Eastern,Appalachian,951,82.44,94.95,95.58,95.9,inbound
2020-10-31,Eastern,Central Pennsylvania,15434,52.36,90.68,97.6,98.95,inbound
2020-10-31,Eastern,Kentuckiana,529,66.92,78.07,84.12,84.12,inbound
2020-10-31,Eastern,Norther Ohio,15731,92.42,96.07,98.89,99,inbound
2020-10-31,Eastern,Ohio Valley,17611,94.33,97.57,98.84,99.35,inbound
2020-10-31,Eastern,Philadelphia Metropo,10008,77.39,88.01,96.59,98.18,inbound
2020-10-31,Eastern,South Jersey,11843,92.26,94.9,96.79,96.99,inbound
2020-10-31,Eastern,Tennessee,2178,84.16,92.88,95.91,95.91,inbound
2020-10-31,Eastern,Western New York,8851,92.97,97.01,98.8,98.84,inbound
2020-10-31,Eastern,Western Pennsylvania,14797,90.98,95.62,99.29,99.41,inbound
2020-10-31,Great Lakes,Central Illinois,16790,89.96,96.15,97.75,98.06,inbound
2020-10-31,Great Lakes,Chicago,9830,88.32,91.05,91.7,92.17,inbound
2020-10-31,Great Lakes,Detroit,2828,78.01,88.54,95.37,95.9,inbound
2020-10-31,Great Lakes,Gateway,3835,87.17,93.56,96.92,97.37,inbound
2020-10-31,Great Lakes,Greater Indiana,410,53.9,83.17,89.76,90,inbound
2020-10-31,Great Lakes,Greater Michigan,3466,68.61,93.83,96.91,97.23,inbound
2020-10-31,Great Lakes,Lakeland,1148,73.43,91.38,97.04,97.13,inbound
2020-10-31,Northeast,Albany,7694,94.96,97.6,98.93,99.06,inbound
2020-10-31,Northeast,Caribbean,2590,97.95,99.42,99.5,99.5,inbound
2020-10-31,Northeast,Connecticut Valley,4085,92.04,96.38,98.02,98.26,inbound
2020-10-31,Northeast,Greater Boston,10416,90.89,96.44,98.39,98.51,inbound
2020-10-31,Northeast,Long Island,16977,97.13,98.69,99.18,99.27,inbound
2020-10-31,Northeast,New York,7733,90.95,95.72,97.79,97.92,inbound
2020-10-31,Northeast,Northern New England,461,61.61,78.74,91.54,91.54,inbound
2020-10-31,Northeast,Northern New Jersey,21138,94.23,97.69,97.92,97.99,inbound
2020-10-31,Northeast,Triboro,6360,87.63,93.14,93.46,93.57,inbound
2020-10-31,Northeast,Westchester,5963,94.62,97.85,98.61,98.86,inbound
2020-10-31,Pacific,Bay-Valley,40547,97.85,98.91,99.19,99.23,inbound
2020-10-31,Pacific,Honolulu,5467,85,98.06,98.39,98.45,inbound
2020-10-31,Pacific,Los Angeles,37737,98.37,99.12,99.34,99.34,inbound
2020-10-31,Pacific,Sacramento,36850,97.07,98.87,99.17,99.21,inbound
2020-10-31,Pacific,San Diego,58224,98.1,99.36,99.67,99.68,inbound
2020-10-31,Pacific,San Francisco,23706,96.02,98.52,99.07,99.11,inbound
2020-10-31,Pacific,Santa Ana,30087,98.89,99.57,99.67,99.68,inbound
2020-10-31,Pacific,Sierra Coastal,24153,97.52,98.57,99.31,99.33,inbound
2020-10-31,Southern,Alabama,657,62.56,81.43,91.63,91.63,inbound
2020-10-31,Southern,Arkansas,548,85.58,91.79,97.08,97.08,inbound
2020-10-31,Southern,Dallas,3604,86.9,95.95,97.89,97.89,inbound
2020-10-31,Southern,Ft. Worth,1748,85.35,90.22,92.73,93.48,inbound
2020-10-31,Southern,Gulf Atlantic,7984,83.13,94.31,97.82,97.96,inbound
2020-10-31,Southern,Houston,3004,79.96,89.58,91.54,91.84,inbound
2020-10-31,Southern,Louisiana,488,56.97,89.55,94.47,94.47,inbound
2020-10-31,Southern,Mississippi,620,60,90,97.26,97.58,inbound
2020-10-31,Southern,Oklahoma,468,70.73,86.75,93.16,93.16,inbound
2020-10-31,Southern,Rio Grande,2781,82.74,93.38,96.12,96.22,inbound
2020-10-31,Southern,South Florida,4228,84.32,92.22,96.33,96.5,inbound
2020-10-31,Southern,Suncoast,15502,92.45,96.55,98.25,98.26,inbound
2020-10-31,Western,Alaska,2815,91.72,96.02,97.51,98.12,inbound
2020-10-31,Western,Arizona,16324,88.97,94.47,97.45,97.65,inbound
2020-10-31,Western,Central Plains,3464,88.6,93.76,97.06,97.11,inbound
2020-10-31,Western,Colorado/Wyoming,10502,37.73,53.27,68.66,69.92,inbound
2020-10-31,Western,Dakotas,3234,87.88,94.31,97.68,97.8,inbound
2020-10-31,Western,Hawkeye,6072,94.19,97.05,98.53,98.55,inbound
2020-10-31,Western,Mid-Americas,3804,79.23,92.25,98.55,98.69,inbound
2020-10-31,Western,Nevada Sierra,18347,94.58,98.82,99.54,99.55,inbound
2020-10-31,Western,Northland,2586,74.56,94.62,97.6,97.68,inbound
2020-10-31,Western,Portland,16700,92.2,97.76,98.79,99.09,inbound
2020-10-31,Western,Salt Lake City,28738,94.6,98.56,99.55,99.56,inbound
2020-10-31,Western,Seattle,55003,94.65,98.1,98.82,98.84,inbound
2020-11-02,Metro,Atlanta,6502,60.87,89.05,94.56,95.37,inbound
2020-11-02,Metro,Baltimore,11639,85.2,95.1,98.24,99.23,inbound
2020-11-02,Metro,Capital,9328,90.33,95.51,97.66,98.55,inbound
2020-11-02,Metro,Greater S Carolina,7776,79.99,90.05,94.07,97.57,inbound
2020-11-02,Metro,Greensboro,12448,70.9,84.75,93.04,94.46,inbound
2020-11-02,Metro,Mid-Carolinas,10219,74.16,84.95,94.99,96.08,inbound
2020-11-02,Metro,Norther Virginia,13753,93.15,95.9,96.76,97.12,inbound
2020-11-02,Metro,Richmond,10872,89.64,94.42,95.91,96.62,inbound
2020-11-02,Eastern,Appalachian,1178,73.17,83.45,85.31,85.91,inbound
2020-11-02,Eastern,Central Pennsylvania,26386,69.09,89.87,93.99,95.13,inbound
2020-11-02,Eastern,Kentuckiana,612,69.28,84.31,89.05,90.36,inbound
2020-11-02,Eastern,Norther Ohio,15457,88.22,93.94,96.69,97.26,inbound
2020-11-02,Eastern,Ohio Valley,15518,93.36,96.91,98.5,98.9,inbound
2020-11-02,Eastern,Philadelphia Metropo,15678,79.23,87.25,94.14,97.34,inbound
2020-11-02,Eastern,South Jersey,10357,89.18,92.68,95.13,97.26,inbound
2020-11-02,Eastern,Tennessee,5373,87.96,94.12,97.71,98.36,inbound
2020-11-02,Eastern,Western New York,9418,94.92,97.71,98.25,98.62,inbound
2020-11-02,Eastern,Western Pennsylvania,12187,91.66,95.42,96.96,99.07,inbound
2020-11-02,Great Lakes,Central Illinois,14663,91.35,96.61,97.84,98.53,inbound
2020-11-02,Great Lakes,Chicago,13202,70.39,75.29,77.06,77.25,inbound
2020-11-02,Great Lakes,Detroit,3481,77.51,87.88,93.51,95.58,inbound
2020-11-02,Great Lakes,Gateway,3591,82.85,90.98,93.65,94.96,inbound
2020-11-02,Great Lakes,Greater Indiana,921,66.34,87.19,93.27,96.31,inbound
2020-11-02,Great Lakes,Greater Michigan,4811,86.8,95.01,97.09,97.9,inbound
2020-11-02,Great Lakes,Lakeland,1567,80.66,91.83,95.09,96.81,inbound
2020-11-02,Northeast,Albany,10436,95.07,97.7,98.47,98.97,inbound
2020-11-02,Northeast,Caribbean,1557,96.34,98.46,98.97,99.04,inbound
2020-11-02,Northeast,Connecticut Valley,6642,93.12,96.42,97.47,98.09,inbound
2020-11-02,Northeast,Greater Boston,14356,90.55,94.54,96.17,97.33,inbound
2020-11-02,Northeast,Long Island,11047,95.08,96.97,97.42,97.59,inbound
2020-11-02,Northeast,New York,34833,96.22,98.14,98.74,99.01,inbound
2020-11-02,Northeast,Northern New England,439,72.44,80.64,88.15,95.22,inbound
2020-11-02,Northeast,Northern New Jersey,20787,96.04,97.36,98.07,98.4,inbound
2020-11-02,Northeast,Triboro,9903,86.1,88.93,89.81,89.97,inbound
2020-11-02,Northeast,Westchester,5045,91.12,94.71,96.91,97.26,inbound
2020-11-02,Pacific,Bay-Valley,31508,95.32,98.5,98.73,98.87,inbound
2020-11-02,Pacific,Honolulu,3625,75.97,92.5,96.39,96.52,inbound
2020-11-02,Pacific,Los Angeles,25633,96.94,97.88,98.19,98.37,inbound
2020-11-02,Pacific,Sacramento,30183,92.85,96,99.04,99.08,inbound
2020-11-02,Pacific,San Diego,46782,97.75,98.97,99.38,99.58,inbound
2020-11-02,Pacific,San Francisco,19383,96.16,97.55,97.91,97.99,inbound
2020-11-02,Pacific,Santa Ana,21647,98.59,99.13,99.46,99.63,inbound
2020-11-02,Pacific,Sierra Coastal,25857,96.85,97.53,97.8,98.21,inbound
2020-11-02,Southern,Alabama,1136,68.66,86.09,94.98,96.92,inbound
2020-11-02,Southern,Arkansas,903,87.15,95.9,98.12,98.89,inbound
2020-11-02,Southern,Dallas,2692,90.71,95.1,98.03,98.44,inbound
2020-11-02,Southern,Ft. Worth,1125,82.31,86.22,88.09,89.33,inbound
2020-11-02,Southern,Gulf Atlantic,7167,78.61,91.54,95.88,97.21,inbound
2020-11-02,Southern,Houston,2520,80.67,89.6,92.14,93.41,inbound
2020-11-02,Southern,Louisiana,831,70.4,84.12,93.74,95.67,inbound
2020-11-02,Southern,Mississippi,657,80.67,91.17,96.8,98.33,inbound
2020-11-02,Southern,Oklahoma,797,82.31,93.1,95.86,97.99,inbound
2020-11-02,Southern,Rio Grande,2464,82.18,90.5,94.44,97.69,inbound
2020-11-02,Southern,South Florida,2793,73.43,84.17,87.79,93.63,inbound
2020-11-02,Southern,Suncoast,13713,90.02,95.23,97.1,97.59,inbound
2020-11-02,Western,Alaska,2342,79.59,84.76,87.36,88,inbound
2020-11-02,Western,Arizona,10641,82.24,94.39,95.97,97.97,inbound
2020-11-02,Western,Central Plains,3204,86.14,92.79,97.1,97.72,inbound
2020-11-02,Western,Colorado/Wyoming,10445,53.15,71.3,81.52,89.42,inbound
2020-11-02,Western,Dakotas,3792,90.06,94.33,95.91,97.65,inbound
2020-11-02,Western,Hawkeye,9544,94.34,96.44,97.15,97.38,inbound
2020-11-02,Western,Mid-Americas,3734,81.52,91.91,97.16,98.15,inbound
2020-11-02,Western,Nevada Sierra,12070,96.99,98.67,99.29,99.54,inbound
2020-11-02,Western,Northland,1892,86.89,95.14,97.83,98.47,inbound
2020-11-02,Western,Portland,13627,93.67,97.23,98.22,98.91,inbound
2020-11-02,Western,Salt Lake City,24480,96.46,98.79,99.34,99.54,inbound
2020-11-02,Western,Seattle,38587,94.88,97.11,97.81,98.25,inbound
2020-11-03,Metro,Atlanta,1896,82.17,91.51,94.99,96.41,inbound
2020-11-03,Metro,Baltimore,6219,90.64,96.48,98.44,98.91,inbound
2020-11-03,Metro,Capital,4347,91.1,98.04,98.62,98.78,inbound
2020-11-03,Metro,Greater S Carolina,1815,71.96,90.41,94.71,97.08,inbound
2020-11-03,Metro,Greensboro,6574,72.92,94.46,97.31,98.02,inbound
2020-11-03,Metro,Mid-Carolinas,3606,80.01,93.82,96.03,96.95,inbound
2020-11-03,Metro,Norther Virginia,6049,93.14,96.35,96.91,97.07,inbound
2020-11-03,Metro,Richmond,3335,85.76,93.94,95.23,95.71,inbound
2020-11-03,Eastern,Appalachian,673,42.79,92.27,93.61,93.91,inbound
2020-11-03,Eastern,Central Pennsylvania,10342,61.26,89.25,97.37,98.67,inbound
2020-11-03,Eastern,Kentuckiana,262,62.98,85.11,86.64,88.93,inbound
2020-11-03,Eastern,Norther Ohio,5692,92.53,98.1,98.91,98.96,inbound
2020-11-03,Eastern,Ohio Valley,8495,94.89,98.71,99.27,99.52,inbound
2020-11-03,Eastern,Philadelphia Metropo,3069,66.83,88.63,92.9,94.72,inbound
2020-11-03,Eastern,South Jersey,10821,96.6,98.27,98.61,99.04,inbound
2020-11-03,Eastern,Tennessee,1039,82,94.71,96.34,97.11,inbound
2020-11-03,Eastern,Western New York,2698,92.59,98.52,99.22,99.3,inbound
2020-11-03,Eastern,Western Pennsylvania,5628,90.92,97.35,98.19,98.51,inbound
2020-11-03,Great Lakes,Central Illinois,10221,93.3,97.87,98.26,98.6,inbound
2020-11-03,Great Lakes,Chicago,8950,63.63,74.85,75.81,76.21,inbound
2020-11-03,Great Lakes,Detroit,979,78.86,87.84,93.26,94.89,inbound
2020-11-03,Great Lakes,Gateway,1270,68.03,92.13,93.62,95.28,inbound
2020-11-03,Great Lakes,Greater Indiana,178,70.79,91.57,93.82,95.51,inbound
2020-11-03,Great Lakes,Greater Michigan,863,84.01,95.25,97.45,97.68,inbound
2020-11-03,Great Lakes,Lakeland,659,76.18,94.23,98.33,98.33,inbound
2020-11-03,Northeast,Albany,5354,91.31,99.36,99.63,99.72,inbound
2020-11-03,Northeast,Caribbean,1313,98.63,99.7,99.85,100,inbound
2020-11-03,Northeast,Connecticut Valley,1986,93.15,98.99,99.3,99.4,inbound
2020-11-03,Northeast,Greater Boston,6922,94.39,98.57,98.9,99.25,inbound
2020-11-03,Northeast,Long Island,11768,97.3,99.39,99.47,99.52,inbound
2020-11-03,Northeast,New York,10543,95.39,99.02,99.39,99.63,inbound
2020-11-03,Northeast,Northern New England,141,74.47,86.52,94.33,96.45,inbound
2020-11-03,Northeast,Northern New Jersey,6991,93.22,98.93,99.11,99.34,inbound
2020-11-03,Northeast,Triboro,3342,91.35,94.79,95.63,95.75,inbound
2020-11-03,Northeast,Westchester,3279,91.89,98.57,98.75,98.87,inbound
2020-11-03,Pacific,Bay-Valley,45811,96.45,96.94,97.01,97.02,inbound
2020-11-03,Pacific,Honolulu,3348,94.38,97.91,98.66,98.84,inbound
2020-11-03,Pacific,Los Angeles,39991,98.62,99.44,99.46,99.48,inbound
2020-11-03,Pacific,Sacramento,37612,98.38,99.31,99.34,99.35,inbound
2020-11-03,Pacific,San Diego,63120,99.26,99.85,99.9,99.93,inbound
2020-11-03,Pacific,San Francisco,16282,99,99.57,99.59,99.67,inbound
2020-11-03,Pacific,Santa Ana,34015,98.08,99.66,99.71,99.74,inbound
2020-11-03,Pacific,Sierra Coastal,16355,99.08,99.64,99.74,99.81,inbound
2020-11-03,Southern,Alabama,410,71.95,92.44,95.85,96.83,inbound
2020-11-03,Southern,Arkansas,167,77.84,96.41,98.2,98.2,inbound
2020-11-03,Southern,Dallas,1152,88.54,96.88,97.57,98.96,inbound
2020-11-03,Southern,Ft. Worth,291,87.63,93.13,94.85,95.53,inbound
2020-11-03,Southern,Gulf Atlantic,2297,83.02,94.95,96.47,97.69,inbound
2020-11-03,Southern,Houston,734,84.47,95.78,96.19,96.59,inbound
2020-11-03,Southern,Louisiana,345,77.68,95.07,95.65,98.84,inbound
2020-11-03,Southern,Mississippi,454,85.02,97.36,97.58,97.58,inbound
2020-11-03,Southern,Oklahoma,323,75.85,97.21,98.14,98.45,inbound
2020-11-03,Southern,Rio Grande,946,85.62,96.72,97.78,98.2,inbound
2020-11-03,Southern,South Florida,1694,85.12,95.87,97.11,97.82,inbound
2020-11-03,Southern,Suncoast,3727,85.43,96.11,97.56,98.5,inbound
2020-11-03,Western,Alaska,2411,87.47,95.81,96.39,96.6,inbound
2020-11-03,Western,Arizona,5384,91.77,97.83,98.38,98.96,inbound
2020-11-03,Western,Central Plains,1706,92.15,97.71,98.01,98.36,inbound
2020-11-03,Western,Colorado/Wyoming,3893,55.59,83.23,91.14,93.24,inbound
2020-11-03,Western,Dakotas,703,77.95,92.32,94.88,95.73,inbound
2020-11-03,Western,Hawkeye,1751,92.29,97.72,98.17,98.23,inbound
2020-11-03,Western,Mid-Americas,1814,87.38,97.68,98.35,98.62,inbound
2020-11-03,Western,Nevada Sierra,15251,99.12,99.81,99.87,99.91,inbound
2020-11-03,Western,Northland,1094,53.93,97.99,98.63,98.99,inbound
2020-11-03,Western,Portland,8903,96.52,99.15,99.35,99.53,inbound
2020-11-03,Western,Salt Lake City,30441,83.36,99.82,99.85,99.89,inbound
2020-11-03,Western,Seattle,44825,98.63,99.58,99.67,99.69,inbound
2020-10-24,Metro,Atlanta,4283,1.75,7.42,82.63,82.65,outbound
2020-10-24,Metro,Baltimore,2068,96.86,98.16,98.36,98.65,outbound
2020-10-24,Metro,Capital,176,49.43,85.23,89.77,90.91,outbound
2020-10-24,Metro,Greater S Carolina,94,37.23,64.89,80.85,81.91,outbound
2020-10-24,Metro,Greensboro,2108,97.34,99.48,99.48,99.53,outbound
2020-10-24,Metro,Mid-Carolinas,666,91.14,96.4,97.45,97.45,outbound
2020-10-24,Metro,Norther Virginia,54,44.44,92.59,92.59,92.59,outbound
2020-10-24,Metro,Richmond,59,84.75,94.92,98.31,98.31,outbound
2020-10-24,Eastern,Appalachian,70,68.57,90,98.57,98.57,outbound
2020-10-24,Eastern,Central Pennsylvania,3916,1.33,99.46,99.46,99.46,outbound
2020-10-24,Eastern,Kentuckiana,36,61.11,83.33,86.11,86.11,outbound
2020-10-24,Eastern,Norther Ohio,4547,4.84,98.88,98.94,98.97,outbound
2020-10-24,Eastern,Ohio Valley,1117,95.08,98.12,98.12,98.12,outbound
2020-10-24,Eastern,Philadelphia Metropo,198,39.9,55.05,56.57,56.57,outbound
2020-10-24,Eastern,South Jersey,508953,99.97,99.97,99.97,99.97,outbound
2020-10-24,Eastern,Tennessee,124,39.52,87.1,92.74,92.74,outbound
2020-10-24,Eastern,Western New York,28,57.14,100,100,100,outbound
2020-10-24,Eastern,Pennsylvania,19006,98.13,98.86,99.46,99.82,outbound
2020-10-24,Great Lakes,Central Illinois,1014,2.76,68.74,99.61,99.61,outbound
2020-10-24,Great Lakes,Chicago,59,81.36,94.92,98.31,98.31,outbound
2020-10-24,Great Lakes,Detroit,498,80.12,85.94,86.55,97.19,outbound
2020-10-24,Great Lakes,Gateway,2609,83.94,97.55,98.93,98.93,outbound
2020-10-24,Great Lakes,Greater Indiana,125,78.4,86.4,94.4,94.4,outbound
2020-10-24,Great Lakes,Greater Michigan,2937,83.59,87.44,96.97,98.91,outbound
2020-10-24,Great Lakes,Lakeland,107,27.1,49.53,74.77,74.77,outbound
2020-10-24,Northeast,Albany,18,66.67,88.89,94.44,94.44,outbound
2020-10-24,Northeast,Caribbean,4,100,100,100,100,outbound
2020-10-24,Northeast,Connecticut Valley,22989,98.84,98.89,100,100,outbound
2020-10-24,Northeast,Greater Boston,116,87.07,94.83,95.69,95.69,outbound
2020-10-24,Northeast,Long Island,12,83.33,100,100,100,outbound
2020-10-24,Northeast,New York,53,90.57,94.34,94.34,94.34,outbound
2020-10-24,Northeast,Northern New England,22,81.82,95.45,95.45,95.45,outbound
2020-10-24,Northeast,Northern New Jersey,22579,99.58,99.64,99.66,99.66,outbound
2020-10-24,Northeast,Triboro,72,73.61,90.28,97.22,97.22,outbound
2020-10-24,Northeast,Westchester,16,81.25,100,100,100,outbound
2020-10-24,Pacific,Bay-Valley,125,21.6,43.2,43.2,43.2,outbound
2020-10-24,Pacific,Honolulu,65,32.31,36.92,36.92,36.92,outbound
2020-10-24,Pacific,Los Angeles,189,79.89,84.13,84.13,84.66,outbound
2020-10-24,Pacific,Sacramento,2939,81.39,94.42,94.49,94.79,outbound
2020-10-24,Pacific,San Diego,12366,99.7,99.87,99.91,99.93,outbound
2020-10-24,Pacific,San Francisco,42,40.48,59.52,59.52,64.29,outbound
2020-10-24,Pacific,Santa Ana,10303,96.62,96.68,98.78,98.79,outbound
2020-10-24,Pacific,Sierra Coastal,3680,99.29,99.59,99.59,99.65,outbound
2020-10-24,Southern,Alabama,55,34.55,80,89.09,89.09,outbound
2020-10-24,Southern,Arkansas,31,45.16,96.77,96.77,96.77,outbound
2020-10-24,Southern,Dallas,23,69.57,86.96,86.96,86.96,outbound
2020-10-24,Southern,Ft. Worth,649,97.38,98.15,99.69,99.69,outbound
2020-10-24,Southern,Gulf Atlantic,1969,3.61,13.76,85.07,91.37,outbound
2020-10-24,Southern,Houston,41,19.51,80.49,82.93,82.93,outbound
2020-10-24,Southern,Louisiana,25,32,68,72,72,outbound
2020-10-24,Southern,Mississippi,38,36.84,84.21,94.74,94.74,outbound
2020-10-24,Southern,Oklahoma,20,70,80,85,90,outbound
2020-10-24,Southern,Rio Grande,54,55.56,83.33,90.74,90.74,outbound
2020-10-24,Southern,South Florida,137,22.63,33.58,34.31,68.61,outbound
2020-10-24,Southern,Suncoast,29921,60.56,61.62,62.19,99.06,outbound
2020-10-24,Western,Alaska,25,36,44,44,72,outbound
2020-10-24,Western,Arizona,41454,79.09,84.32,97.23,97.46,outbound
2020-10-24,Western,Central Plains,35,68.57,77.14,80,80,outbound
2020-10-24,Western,Colorado/Wyoming,2104,66.44,79.66,94.15,94.3,outbound
2020-10-24,Western,Dakotas,54,29.63,79.63,81.48,81.48,outbound
2020-10-24,Western,Hawkeye,44,47.73,90.91,100,100,outbound
2020-10-24,Western,Mid-Americas,165,69.09,70.91,72.73,73.94,outbound
2020-10-24,Western,Nevada Sierra,658,67.93,75.99,77.2,77.51,outbound
2020-10-24,Western,Northland,406,15.76,79.31,87.44,87.44,outbound
