Date,Area,District,Volume_inb_ball,Score_inb_ball,Score_p_1_inb_ball,Score_p_2_inb_ball,Score_p_3_inb_ball,type
2020-10-24,Western,Portland,104,15.38,29.81,33.65,33.65,outbound
2020-10-24,Western,Salt Lake City,3850,96.65,96.7,96.83,97.43,outbound
2020-10-24,Western,Seattle,426,6.1,11.97,12.91,16.2,outbound
2020-10-26,Metro,Atlanta,5410,1.66,1.81,2.09,27.08,outbound
2020-10-26,Metro,Baltimore,41934,90.56,91.85,91.88,91.88,outbound
2020-10-26,Metro,Capital,14440,99.74,99.84,99.91,99.92,outbound
2020-10-26,Metro,Greater S Carolina,163,56.44,64.42,82.82,84.66,outbound
2020-10-26,Metro,Greensboro,1633,97.49,98.16,99.14,99.45,outbound
2020-10-26,Metro,Mid-Carolinas,748,97.46,97.99,99.33,100,outbound
2020-10-26,Metro,Norther Virginia,146,85.62,89.73,99.32,99.32,outbound
2020-10-26,Metro,Richmond,280,34.64,37.14,38.21,98.93,outbound
2020-10-26,Eastern,Appalachian,57,66.67,71.93,89.47,92.98,outbound
2020-10-26,Eastern,Central Pennsylvania,706,7.65,14.87,97.31,97.31,outbound
2020-10-26,Eastern,Kentuckiana,74,78.38,78.38,95.95,97.3,outbound
2020-10-26,Eastern,Norther Ohio,2487,35.79,62.69,86.29,86.33,outbound
2020-10-26,Eastern,Ohio Valley,763,22.15,97.38,97.51,97.51,outbound
2020-10-26,Eastern,Philadelphia Metropo,18341,95.05,95.3,99.42,99.45,outbound
2020-10-26,Eastern,South Jersey,340245,99.96,99.98,99.98,99.98,outbound
2020-10-26,Eastern,Tennessee,191,79.06,85.86,93.19,96.86,outbound
2020-10-26,Eastern,Western New York,47,95.74,95.74,100,100,outbound
2020-10-26,Eastern,Western Pennsylvania,2307,25.27,91.72,93.93,96.14,outbound
2020-10-26,Great Lakes,Central Illinois,4449,78.17,78.17,95.39,99.93,outbound
2020-10-26,Great Lakes,Chicago,136,76.47,83.09,92.65,97.79,outbound
2020-10-26,Great Lakes,Detroit,95,47.37,58.95,74.74,74.74,outbound
2020-10-26,Great Lakes,Gateway,7120,98.79,98.88,99.26,99.44,outbound
2020-10-26,Great Lakes,Greater Indiana,210,92.38,93.81,97.14,98.57,outbound
2020-10-26,Great Lakes,Greater Michigan,1653,7.26,27.95,48.22,98.85,outbound
2020-10-26,Great Lakes,Lakeland,593,12.82,14.67,16.53,96.8,outbound
2020-10-26,Northeast,Albany,135,93.33,94.07,100,100,outbound
2020-10-26,Northeast,Caribbean,31,32.26,32.26,32.26,32.26,outbound
2020-10-26,Northeast,Valley,417,98.08,98.08,100,100,outbound
2020-10-26,Northeast,Greater Boston,268,88.06,88.06,98.51,99.25,outbound
2020-10-26,Northeast,Long Island,42,90.48,90.48,92.86,100,outbound
2020-10-26,Northeast,New York,390,94.1,96.92,99.23,100,outbound
2020-10-26,Northeast,Northern New England,94,91.49,95.74,100,100,outbound
2020-10-26,Northeast,Northern New Jersey,559874,97.49,99.99,99.99,99.99,outbound
2020-10-26,Northeast,Triboro,217,94.01,95.85,97.7,98.62,outbound
2020-10-26,Northeast,Westchester,70,97.14,98.57,100,100,outbound
2020-10-26,Pacific,Bay-Valley,155,43.23,45.81,50.97,51.61,outbound
2020-10-26,Pacific,Honolulu,76,63.16,67.11,72.37,72.37,outbound
2020-10-26,Pacific,Los Angeles,139,73.38,73.38,82.01,82.01,outbound
2020-10-26,Pacific,Sacramento,3643,95.69,96.1,96.49,97.01,outbound
2020-10-26,Pacific,San Diego,259,81.85,84.56,85.33,86.87,outbound
2020-10-26,Pacific,San Francisco,59,77.97,77.97,79.66,79.66,outbound
2020-10-26,Pacific,Santa Ana,10083,98.78,98.95,99.02,99.05,outbound
2020-10-26,Pacific,Sierra Coastal,5452,87.07,99.08,99.32,99.32,outbound
2020-10-26,Southern,Alabama,124,58.06,61.29,91.94,97.58,outbound
2020-10-26,Southern,Arkansas,48,87.5,89.58,97.92,97.92,outbound
2020-10-26,Southern,Dallas,105,84.76,91.43,97.14,98.1,outbound
2020-10-26,Southern,Ft. Worth,333,15.02,96.1,97.9,98.8,outbound
2020-10-26,Southern,Gulf Atlantic,1191,10.24,12.17,20.07,88.75,outbound
2020-10-26,Southern,Houston,89,84.27,91.01,98.88,98.88,outbound
2020-10-26,Southern,Louisiana,102,55.88,60.78,72.55,72.55,outbound
2020-10-26,Southern,Mississippi,43,67.44,74.42,90.7,93.02,outbound
2020-10-26,Southern,Oklahoma,77,89.61,96.1,100,100,outbound
2020-10-26,Southern,Rio Grande,114,85.09,87.72,92.98,99.12,outbound
2020-10-26,Southern,South Florida,75,80,85.33,92,92,outbound
2020-10-26,Southern,Suncoast,20099,72.16,75.6,76.08,76.45,outbound
2020-10-26,Western,Alaska,16,62.5,81.25,87.5,87.5,outbound
2020-10-26,Western,Arizona,44682,83.69,88.45,92.53,97.61,outbound
2020-10-26,Western,Central Plains,179,28.49,28.49,32.4,34.08,outbound
2020-10-26,Western,Colorado/Wyoming,2860,48.01,82.17,92.24,93.01,outbound
2020-10-26,Western,Dakotas,60,55,56.67,71.67,73.33,outbound
2020-10-26,Western,Hawkeye,59,81.36,84.75,94.92,96.61,outbound
2020-10-26,Western,Mid-Americas,109,81.65,84.4,89.91,92.66,outbound
2020-10-26,Western,Nevada Sierra,1020,60.98,78.43,80.39,81.76,outbound
2020-10-26,Western,Northland,838,85.44,86.87,95.58,96.9,outbound
2020-10-26,Western,Portland,164,63.41,65.85,70.73,72.56,outbound
2020-10-26,Western,Salt Lake City,2928,89.11,89.48,95.42,96.24,outbound
2020-10-26,Western,Seattle,735,12.79,13.61,18.1,35.92,outbound
2020-10-27,Metro,Atlanta,15371,0.36,0.39,0.4,0.42,outbound
2020-10-27,Metro,Baltimore,42960,66.1,66.11,66.79,66.79,outbound
2020-10-27,Metro,Capital,24777,99.95,99.98,99.98,99.98,outbound
2020-10-27,Metro,Carolina,106,64.15,86.79,89.62,96.23,outbound
2020-10-27,Metro,Greensboro,1736,98.44,98.91,98.96,99.31,outbound
2020-10-27,Metro,Mid-Carolinas,2244,88.68,99.33,99.42,99.78,outbound
2020-10-27,Metro,Norther Virginia,28,60.71,92.86,96.43,96.43,outbound
2020-10-27,Metro,Richmond,93,86.02,98.92,98.92,98.92,outbound
2020-10-27,Eastern,Appalachian,69,36.23,44.93,44.93,44.93,outbound
2020-10-27,Eastern,Central Pennsylvania,366,21.86,26.78,32.51,99.73,outbound
2020-10-27,Eastern,Kentuckiana,47,8.51,21.28,21.28,95.74,outbound
2020-10-27,Eastern,Norther Ohio,368,3.8,10.33,25.27,94.02,outbound
2020-10-27,Eastern,Ohio Valley,61,34.43,65.57,81.97,90.16,outbound
2020-10-27,Eastern,Philadelphia Metropo,470,85.74,90.85,96.17,99.36,outbound
2020-10-27,Eastern,South Jersey,4583,99.76,99.83,99.87,99.87,outbound
2020-10-27,Eastern,Tennessee,27,55.56,92.59,96.3,100,outbound
2020-10-27,Eastern,Western New York,52,94.23,96.15,96.15,98.08,outbound
2020-10-27,Eastern,Western Pennsylvania,7131,97.41,99.5,99.69,99.85,outbound
2020-10-27,Great Lakes,Central Illinois,303,7.26,11.55,11.55,98.68,outbound
2020-10-27,Great Lakes,Chicago,45,64.44,77.78,80,82.22,outbound
2020-10-27,Great Lakes,Detroit,28,32.14,85.71,85.71,92.86,outbound
2020-10-27,Great Lakes,Gateway,142,38.03,87.32,88.73,88.73,outbound
2020-10-27,Great Lakes,Greater Indiana,80,62.5,90,92.5,95,outbound
2020-10-27,Great Lakes,Greater Michigan,1166,0.86,13.12,99.66,99.83,outbound
2020-10-27,Great Lakes,Lakeland,40,82.5,85,85,85,outbound
2020-10-27,Northeast,Albany,6,50,66.67,66.67,66.67,outbound
2020-10-27,Northeast,Caribbean,64,26.56,26.56,26.56,26.56,outbound
2020-10-27,Northeast,Connecticut Valley,25,56,80,80,80,outbound
2020-10-27,Northeast,Greater Boston,193,91.19,94.82,94.82,96.37,outbound
2020-10-27,Northeast,Long Island,36,80.56,83.33,86.11,86.11,outbound
2020-10-27,Northeast,New York,31,19.35,70.97,74.19,74.19,outbound
2020-10-27,Northeast,Northern New England,15,66.67,73.33,73.33,80,outbound
2020-10-27,Northeast,Northern New Jersey,370235,99.96,99.98,99.99,100,outbound
2020-10-27,Northeast,Triboro,50,32,34,34,86,outbound
2020-10-27,Northeast,Westchester,12,83.33,100,100,100,outbound
2020-10-27,Pacific,Bay-Valley,29,51.72,58.62,58.62,58.62,outbound
2020-10-27,Pacific,Honolulu,23,91.3,100,100,100,outbound
2020-10-27,Pacific,Los Angeles,250,16.4,18.8,96.8,96.8,outbound
2020-10-27,Pacific,Sacramento,21,42.86,57.14,66.67,76.19,outbound
2020-10-27,Pacific,San Diego,396,10.86,13.89,76.26,76.52,outbound
2020-10-27,Pacific,San Francisco,26,84.62,100,100,100,outbound
2020-10-27,Pacific,Santa Ana,495,24.44,27.27,99.6,99.6,outbound
2020-10-27,Pacific,Sierra Coastal,1520,98.55,99.54,99.61,99.67,outbound
2020-10-27,Southern,Alabama,14,42.86,57.14,57.14,64.29,outbound
2020-10-27,Southern,Arkansas,5,80,80,80,80,outbound
2020-10-27,Southern,Dallas,26,61.54,65.38,69.23,69.23,outbound
2020-10-27,Southern,Ft. Worth,51,27.45,39.22,78.43,100,outbound
2020-10-27,Southern,Gulf Atlantic,288,14.93,22.92,24.65,25.69,outbound
2020-10-27,Southern,Houston,40,70,85,87.5,90,outbound
2020-10-27,Southern,Louisiana,24,79.17,91.67,91.67,91.67,outbound
2020-10-27,Southern,Mississippi,6,100,100,100,100,outbound
2020-10-27,Southern,Oklahoma,44,27.27,31.82,31.82,88.64,outbound
2020-10-27,Southern,Rio Grande,61,45.9,55.74,55.74,77.05,outbound
2020-10-27,Southern,South Florida,73,83.56,100,100,100,outbound
2020-10-27,Southern,Suncoast,5919,90.93,94.46,94.85,97.25,outbound
2020-10-27,Western,Alaska,5,20,60,100,100,outbound
2020-10-27,Western,Arizona,4614,18.66,49.26,55.07,64.54,outbound
2020-10-27,Western,Central Plains,17,52.94,70.59,70.59,70.59,outbound
2020-10-27,Western,Colorado/Wyoming,1747,1.32,62.39,78.31,86.61,outbound
2020-10-27,Western,Dakotas,50,20,34,38,40,outbound
2020-10-27,Western,Hawkeye,11,72.73,100,100,100,outbound
2020-10-27,Western,Mid-Americas,17,41.18,76.47,76.47,76.47,outbound
2020-10-27,Western,Nevada Sierra,92,25,26.09,31.52,31.52,outbound
2020-10-27,Western,Northland,1873,86.87,98.93,98.93,99.79,outbound
2020-10-27,Western,Portland,233,6.44,9.01,96.57,96.57,outbound
2020-10-27,Western,Salt Lake City,98,8.16,39.8,45.92,47.96,outbound
2020-10-27,Western,Seattle,502,6.57,34.46,34.46,35.66,outbound
2020-10-28,Metro,Atlanta,718,3.76,5.29,6.82,7.52,outbound
2020-10-28,Metro,Baltimore,14852,54.75,96.24,96.28,96.49,outbound
2020-10-28,Metro,Capital,202,8.42,62.38,67.33,67.33,outbound
2020-10-28,Metro,Greater S Carolina,150,8,36,40,40.67,outbound
2020-10-28,Metro,Greensboro,888,66.22,90.2,90.99,91.22,outbound
2020-10-28,Metro,Mid-Carolinas,1097,56.97,98.72,99.73,99.73,outbound
2020-10-28,Metro,Norther Virginia,80,23.75,23.75,25,25,outbound
2020-10-28,Metro,Richmond,30,3.33,16.67,26.67,26.67,outbound
2020-10-28,Eastern,Appalachian,32,31.25,31.25,31.25,34.38,outbound
2020-10-28,Eastern,Central Pennsylvania,236,16.1,16.53,18.64,19.92,outbound
2020-10-28,Eastern,Kentuckiana,13,46.15,61.54,61.54,61.54,outbound
2020-10-28,Eastern,Norther Ohio,120,20,20.83,25.83,29.17,outbound
2020-10-28,Eastern,Ohio Valley,123,22.76,22.76,30.08,33.33,outbound
2020-10-28,Eastern,Metropo,197,42.64,50.76,55.33,56.85,outbound
2020-10-28,Eastern,South Jersey,37417,98.26,99.69,99.7,99.79,outbound
2020-10-28,Eastern,Tennessee,24,58.33,70.83,79.17,79.17,outbound
2020-10-28,Eastern,Western New York,120,6.67,6.67,6.67,6.67,outbound
2020-10-28,Eastern,Western Pennsylvania,7547,97.67,97.67,97.92,98.21,outbound
2020-10-28,Great Lakes,Central Illinois,98,3.06,4.08,27.55,27.55,outbound
2020-10-28,Great Lakes,Chicago,6,66.67,83.33,100,100,outbound
2020-10-28,Great Lakes,Detroit,47,63.83,70.21,95.74,97.87,outbound
2020-10-28,Great Lakes,Gateway,91,56.04,69.23,82.42,82.42,outbound
2020-10-28,Great Lakes,Greater Indiana,75,74.67,80,81.33,82.67,outbound
2020-10-28,Great Lakes,Greater Michigan,713,1.82,2.38,17.53,94.53,outbound
2020-10-28,Great Lakes,Lakeland,48,14.58,16.67,16.67,16.67,outbound
2020-10-28,Northeast,Albany,9,66.67,66.67,66.67,77.78,outbound
2020-10-28,Northeast,Caribbean,0,NA,NA,NA,NA,outbound
2020-10-28,Northeast,Connecticut Valley,34,41.18,41.18,41.18,41.18,outbound
2020-10-28,Northeast,Greater Boston,62,27.42,27.42,32.26,32.26,outbound
2020-10-28,Northeast,Long Island,3,100,100,100,100,outbound
2020-10-28,Northeast,New York,42,83.33,83.33,100,100,outbound
2020-10-28,Northeast,Northern New England,51,3.92,5.88,5.88,5.88,outbound
2020-10-28,Northeast,Northern New Jersey,659597,99.37,99.37,99.96,99.99,outbound
2020-10-28,Northeast,Triboro,33,90.91,90.91,93.94,93.94,outbound
2020-10-28,Northeast,Westchester,32,25,25,28.13,31.25,outbound
2020-10-28,Pacific,Bay-Valley,8,12.5,25,25,25,outbound
2020-10-28,Pacific,Honolulu,4,50,75,100,100,outbound
2020-10-28,Pacific,Los Angeles,694,16.43,16.86,20.46,99.42,outbound
2020-10-28,Pacific,Sacramento,106,85.85,85.85,94.34,95.28,outbound
2020-10-28,Pacific,San Diego,11408,99.88,99.89,99.95,99.95,outbound
2020-10-28,Pacific,San Francisco,5,0,20,80,80,outbound
2020-10-28,Pacific,Santa Ana,3901,99.15,99.21,99.49,99.62,outbound
2020-10-28,Pacific,Sierra Coastal,1352,99.11,99.19,99.26,99.41,outbound
2020-10-28,Southern,Alabama,64,18.75,23.44,23.44,23.44,outbound
2020-10-28,Southern,Arkansas,4,0,0,0,25,outbound
2020-10-28,Southern,Dallas,58,6.9,6.9,13.79,13.79,outbound
2020-10-28,Southern,Ft. Worth,54,0,0,1.85,1.85,outbound
2020-10-28,Southern,Gulf Atlantic,409,15.89,16.87,17.6,18.83,outbound
2020-10-28,Southern,Houston,7,14.29,28.57,85.71,85.71,outbound
2020-10-28,Southern,Louisiana,5,100,100,100,100,outbound
2020-10-28,Southern,Mississippi,4,50,75,100,100,outbound
2020-10-28,Southern,Oklahoma,2,50,50,100,100,outbound
2020-10-28,Southern,Rio Grande,142,4.23,5.63,8.45,14.08,outbound
2020-10-28,Southern,South Florida,147,24.49,24.49,25.17,25.85,outbound
2020-10-28,Southern,Suncoast,14527,89.55,89.81,90,90.18,outbound
2020-10-28,Western,Alaska,4,50,50,75,100,outbound
2020-10-28,Western,Arizona,21294,88.64,88.98,95.74,96.39,outbound
2020-10-28,Western,Central Plains,17,17.65,17.65,41.18,41.18,outbound
2020-10-28,Western,Colorado/Wyoming,1518,0.4,0.72,82.21,86.82,outbound
2020-10-28,Western,Dakotas,22,4.55,9.09,22.73,27.27,outbound
2020-10-28,Western,Hawkeye,5,40,40,40,40,outbound
2020-10-28,Western,Mid-Americas,26,69.23,69.23,84.62,84.62,outbound
2020-10-28,Western,Nevada Sierra,104,18.27,19.23,25,29.81,outbound
2020-10-28,Western,Northland,559,0.36,93.74,95.53,95.71,outbound
2020-10-28,Western,Portland,53,15.09,15.09,32.08,33.96,outbound
2020-10-28,Western,Salt Lake City,3767,97.61,97.64,98.19,98.3,outbound
2020-10-28,Western,Seattle,321,0.62,1.87,36.14,37.07,outbound
2020-10-29,Metro,Atlanta,2233,2.24,2.24,2.55,2.73,outbound
2020-10-29,Metro,Baltimore,1981,46.09,46.09,97.78,97.78,outbound
2020-10-29,Metro,Capital,91,36.26,36.26,52.75,56.04,outbound
2020-10-29,Metro,Greater S Carolina,45,62.22,62.22,82.22,91.11,outbound
2020-10-29,Metro,Greensboro,967,88.93,88.93,96.69,96.9,outbound
2020-10-29,Metro,Mid-Carolinas,290,14.83,14.83,22.07,22.41,outbound
2020-10-29,Metro,Norther Virginia,119,19.33,19.33,19.33,21.85,outbound
2020-10-29,Metro,Richmond,30,83.33,83.33,86.67,90,outbound
2020-10-29,Eastern,Appalachian,24,79.17,83.33,83.33,83.33,outbound
2020-10-29,Eastern,Central Pennsylvania,39,46.15,53.85,56.41,64.1,outbound
2020-10-29,Eastern,Kentuckiana,68,22.06,23.53,26.47,26.47,outbound
2020-10-29,Eastern,Norther Ohio,566,86.57,87.81,88.34,90.11,outbound
2020-10-29,Eastern,Ohio Valley,1821,95.44,95.44,95.55,96.21,outbound
2020-10-29,Eastern,Philadelphia Metropo,2352,99.19,99.32,99.57,99.83,outbound
2020-10-29,Eastern,South Jersey,296941,99.71,99.71,99.97,99.97,outbound
2020-10-29,Eastern,Tennessee,173,23.7,23.7,25.43,26.01,outbound
2020-10-29,Eastern,Western New York,27,66.67,70.37,70.37,70.37,outbound
2020-10-29,Eastern,Western Pennsylvania,8433,99.41,99.57,99.58,99.64,outbound
2020-10-29,Great Lakes,Central Illinois,1301,98.92,98.92,98.92,99.31,outbound
2020-10-29,Great Lakes,Chicago,60,80,85,86.67,90,outbound
2020-10-29,Great Lakes,Detroit,95,95.79,95.79,98.95,98.95,outbound
2020-10-29,Great Lakes,Gateway,177,60.45,71.19,73.45,89.27,outbound
2020-10-29,Great Lakes,Greater Indiana,61,75.41,80.33,93.44,96.72,outbound
2020-10-29,Great Lakes,Michigan,1864,97.64,97.64,97.64,97.96,outbound
2020-10-29,Great Lakes,Lakeland,61,90.16,90.16,93.44,96.72,outbound
2020-10-29,Northeast,Albany,14,78.57,78.57,78.57,78.57,outbound
2020-10-29,Northeast,Caribbean,NA,NA,NA,NA,NA,outbound
2020-10-29,Northeast,Connecticut Valley,47,42.55,42.55,51.06,55.32,outbound
2020-10-29,Northeast,Greater Boston,199,22.61,22.61,24.12,24.62,outbound
2020-10-29,Northeast,Long Island,23,95.65,95.65,100,100,outbound
2020-10-29,Northeast,New York,68,79.41,80.88,89.71,89.71,outbound
2020-10-29,Northeast,Northern New England,34,64.71,64.71,79.41,79.41,outbound
2020-10-29,Northeast,Northern New Jersey,101853,86.3,99.49,99.49,99.95,outbound
2020-10-29,Northeast,Triboro,25,92,92,92,96,outbound
2020-10-29,Northeast,Westchester,23,82.61,82.61,82.61,82.61,outbound
2020-10-29,Pacific,Bay-Valley,37,59.46,59.46,70.27,94.59,outbound
2020-10-29,Pacific,Honolulu,31,64.52,87.1,90.32,96.77,outbound
2020-10-29,Pacific,Los Angeles,92,54.35,56.52,57.61,59.78,outbound
2020-10-29,Pacific,Sacramento,434,97,97,97,98.39,outbound
2020-10-29,Pacific,San Diego,869,98.5,98.5,98.73,99.19,outbound
2020-10-29,Pacific,San Francisco,38,65.79,65.79,78.95,89.47,outbound
2020-10-29,Pacific,Santa Ana,3480,99.22,99.28,99.54,99.83,outbound
2020-10-29,Pacific,Sierra Coastal,100,35,35,39,46,outbound
2020-10-29,Southern,Alabama,39,66.67,66.67,66.67,66.67,outbound
2020-10-29,Southern,Arkansas,35,85.71,85.71,94.29,94.29,outbound
2020-10-29,Southern,Dallas,29,55.17,65.52,75.86,75.86,outbound
2020-10-29,Southern,Ft. Worth,1056,99.34,99.43,99.43,99.62,outbound
2020-10-29,Southern,Gulf Atlantic,99,33.33,33.33,34.34,37.37,outbound
2020-10-29,Southern,Houston,52,84.62,84.62,96.15,100,outbound
2020-10-29,Southern,Louisiana,10,90,90,90,90,outbound
2020-10-29,Southern,Mississippi,5,80,80,80,80,outbound
2020-10-29,Southern,Oklahoma,12,75,91.67,91.67,100,outbound
2020-10-29,Southern,Rio Grande,63,90.48,90.48,93.65,95.24,outbound
2020-10-29,Southern,South Florida,30,56.67,66.67,70,76.67,outbound
2020-10-29,Southern,Suncoast,1969,25.9,38.45,39.36,41.04,outbound
2020-10-29,Western,Alaska,5,80,80,80,100,outbound
2020-10-29,Western,Arizona,18240,88.14,90.77,95.26,96.47,outbound
2020-10-29,Western,Central Plains,57,29.82,29.82,35.09,40.35,outbound
2020-10-29,Western,Colorado/Wyoming,1126,53.73,53.91,54.53,62.43,outbound
2020-10-29,Western,Dakotas,31,35.48,45.16,70.97,80.65,outbound
2020-10-29,Western,Hawkeye,15,60,73.33,73.33,86.67,outbound
2020-10-29,Western,Mid-Americas,19,68.42,73.68,73.68,89.47,outbound
2020-10-29,Western,Nevada Sierra,117,25.64,27.35,35.04,49.57,outbound
2020-10-29,Western,Northland,55,45.45,47.27,76.36,80,outbound
2020-10-29,Western,Portland,74,28.38,28.38,31.08,37.84,outbound
2020-10-29,Western,Salt Lake City,8549,98.54,98.58,98.78,98.87,outbound
2020-10-29,Western,Seattle,203,11.82,11.82,11.82,13.79,outbound
2020-10-30,Metro,Atlanta,673,3.42,3.42,3.42,3.86,outbound
2020-10-30,Metro,Baltimore,288,2.43,11.11,11.11,88.19,outbound
2020-10-30,Metro,Capital,43,23.26,37.21,37.21,51.16,outbound
2020-10-30,Metro,Greater S Carolina,79,17.72,24.05,24.05,34.18,outbound
2020-10-30,Metro,Greensboro,3148,0.83,96.86,96.89,97.14,outbound
2020-10-30,Metro,Mid-Carolinas,65,15.38,21.54,21.54,29.23,outbound
2020-10-30,Metro,Norther Virginia,17,88.24,88.24,88.24,88.24,outbound
2020-10-30,Metro,Richmond,36,88.89,94.44,94.44,94.44,outbound
2020-10-30,Eastern,Appalachian,57,21.05,24.56,24.56,24.56,outbound
2020-10-30,Eastern,Central Pennsylvania,2945,0.85,99.63,99.63,99.63,outbound
2020-10-30,Eastern,Kentuckiana,18,66.67,72.22,72.22,72.22,outbound
2020-10-30,Eastern,Norther Ohio,3678,16.48,99.1,99.54,99.56,outbound
2020-10-30,Eastern,Ohio Valley,151,27.81,78.81,78.81,78.81,outbound
2020-10-30,Eastern,Philadelphia Metropo,4629,98.88,99.4,99.4,99.65,outbound
2020-10-30,Eastern,South Jersey,258,35.27,50.39,50.39,99.22,outbound
2020-10-30,Eastern,Tennessee,62,79.03,85.48,87.1,87.1,outbound
2020-10-30,Eastern,York,14,100,100,100,100,outbound
2020-10-30,Eastern,Western Pennsylvania,14446,99.22,99.29,99.46,99.46,outbound
2020-10-30,Great Lakes,Central Illinois,1000,73.7,97.2,97.2,97.4,outbound
2020-10-30,Great Lakes,Chicago,21,85.71,95.24,95.24,95.24,outbound
2020-10-30,Great Lakes,Detroit,59,77.97,88.14,88.14,93.22,outbound
2020-10-30,Great Lakes,Gateway,549,93.26,95.45,95.81,95.99,outbound
2020-10-30,Great Lakes,Greater Indiana,62,20.97,20.97,20.97,24.19,outbound
2020-10-30,Great Lakes,Greater Michigan,588,97.28,98.64,98.64,98.64,outbound
2020-10-30,Great Lakes,Lakeland,19,73.68,73.68,73.68,73.68,outbound
2020-10-30,Northeast,Albany,25,88,96,96,96,outbound
2020-10-30,Northeast,Caribbean,7,85.71,85.71,85.71,85.71,outbound
2020-10-30,Northeast,Connecticut Valley,20,85,100,100,100,outbound
2020-10-30,Northeast,Greater Boston,42,78.57,88.1,88.1,88.1,outbound
2020-10-30,Northeast,Long Island,6,100,100,100,100,outbound
2020-10-30,Northeast,New York,37,94.59,97.3,97.3,97.3,outbound
2020-10-30,Northeast,Northern New England,25,44,48,48,48,outbound
2020-10-30,Northeast,Northern New Jersey,167939,95.65,96.4,97.19,97.19,outbound
2020-10-30,Northeast,Triboro,27,70.37,74.07,74.07,74.07,outbound
2020-10-30,Northeast,Westchester,14,78.57,85.71,85.71,85.71,outbound
2020-10-30,Pacific,Bay-Valley,74,90.54,90.54,90.54,90.54,outbound
2020-10-30,Pacific,Honolulu,19,94.74,94.74,94.74,100,outbound
2020-10-30,Pacific,Los Angeles,100,93,93,93,93,outbound
2020-10-30,Pacific,Sacramento,57,31.58,31.58,31.58,31.58,outbound
2020-10-30,Pacific,San Diego,4477,99.17,99.31,99.31,99.31,outbound
2020-10-30,Pacific,San Francisco,35,97.14,97.14,97.14,100,outbound
2020-10-30,Pacific,Santa Ana,2860,98.32,98.53,98.53,98.53,outbound
2020-10-30,Pacific,Sierra Coastal,61,42.62,42.62,45.9,47.54,outbound
2020-10-30,Southern,Alabama,48,18.75,18.75,18.75,18.75,outbound
2020-10-30,Southern,Arkansas,7,85.71,85.71,85.71,85.71,outbound
2020-10-30,Southern,Dallas,16,87.5,93.75,93.75,93.75,outbound
2020-10-30,Southern,Ft. Worth,22,77.27,86.36,86.36,90.91,outbound
2020-10-30,Southern,Gulf Atlantic,78,34.62,42.31,42.31,42.31,outbound
2020-10-30,Southern,Houston,45,35.56,37.78,37.78,37.78,outbound
2020-10-30,Southern,Louisiana,20,70,80,80,100,outbound
2020-10-30,Southern,Mississippi,3,66.67,66.67,66.67,66.67,outbound
2020-10-30,Southern,Oklahoma,32,90.63,93.75,93.75,96.88,outbound
2020-10-30,Southern,Rio Grande,32,84.38,87.5,87.5,87.5,outbound
2020-10-30,Southern,South Florida,10,60,90,90,90,outbound
2020-10-30,Southern,Suncoast,6688,89.98,90.25,90.43,90.61,outbound
2020-10-30,Western,Alaska,13,38.46,38.46,69.23,84.62,outbound
2020-10-30,Western,Arizona,10571,89.84,93.17,93.4,95.03,outbound
2020-10-30,Western,Central Plains,37,70.27,70.27,70.27,70.27,outbound
2020-10-30,Western,Colorado/Wyoming,2967,92.35,94.78,94.81,95.18,outbound
2020-10-30,Western,Dakotas,25,84,84,84,92,outbound
2020-10-30,Western,Hawkeye,26,96.15,100,100,100,outbound
2020-10-30,Western,Mid-Americas,59,94.92,96.61,96.61,98.31,outbound
2020-10-30,Western,Nevada Sierra,133,32.33,36.09,36.84,39.85,outbound
2020-10-30,Western,Northland,37,37.84,40.54,40.54,72.97,outbound
2020-10-30,Western,Portland,57,78.95,85.96,85.96,85.96,outbound
2020-10-30,Western,Salt Lake City,615,85.85,86.34,86.67,86.67,outbound
2020-10-30,Western,Seattle,189,34.39,35.45,36.51,38.1,outbound
2020-10-31,Metro,Atlanta,1393,0.79,1.36,1.44,1.44,outbound
2020-10-31,Metro,Baltimore,51,5.88,13.73,37.25,37.25,outbound
2020-10-31,Metro,Capital,27,40.74,59.26,59.26,59.26,outbound
2020-10-31,Metro,Greater S Carolina,36,25,30.56,58.33,58.33,outbound
2020-10-31,Metro,Greensboro,1277,0.55,1.57,98.83,98.83,outbound
2020-10-31,Metro,Mid-Carolinas,16,56.25,62.5,68.75,68.75,outbound
2020-10-31,Metro,Norther Virginia,28,57.14,85.71,92.86,92.86,outbound
2020-10-31,Metro,Richmond,145,6.9,13.79,13.79,13.79,outbound
2020-10-31,Eastern,Appalachian,11,81.82,90.91,90.91,90.91,outbound
2020-10-31,Eastern,Central Pennsylvania,190,3.16,9.47,97.37,97.37,outbound
2020-10-31,Eastern,Kentuckiana,9,66.67,77.78,77.78,77.78,outbound
2020-10-31,Eastern,Norther Ohio,310,6.45,15.81,85.16,85.16,outbound
2020-10-31,Eastern,Ohio Valley,31,61.29,93.55,96.77,96.77,outbound
2020-10-31,Eastern,Philadelphia Metropo,69,49.28,60.87,78.26,82.61,outbound
2020-10-31,Eastern,South Jersey,24304,98.23,98.25,99.82,99.82,outbound
2020-10-31,Eastern,Tennessee,15,26.67,53.33,53.33,53.33,outbound
2020-10-31,Eastern,Western New York,1,100,100,100,100,outbound
2020-10-31,Eastern,Western Pennsylvania,3206,97.16,98.13,98.69,98.69,outbound
