ag_names,year,officers_total,population,ori,agency_name,agency_type_name,county_name,v_crime,n_v,value_v,n_nv,value_nv,n_kill,drug_use,tot_pop,black,med_inc,black_perc
abbeville police department,2009,3,2802,GA1560100,Abbeville Police Department,City,wilcox,9,0,0,0,0,0,0.1025151143,8721,3128,28863,0.3586744639376218
abbeville police department,2010,4,2908,GA1560100,Abbeville Police Department,City,wilcox,19,0,0,0,0,0,0.1025151143,9041,3330,30784,0.3683220882645725
abbeville police department,2011,3,2946,GA1560100,Abbeville Police Department,City,wilcox,15,0,0,0,0,0,0.1025151143,9131,3312,31712,0.36272040302267
abbeville police department,2012,11,2946,GA1560100,Abbeville Police Department,City,wilcox,17,1,499,0,0,0,0.1025151143,9142,3316,31509,0.36272150514110696
abbeville police department,2013,4,2888,GA1560100,Abbeville Police Department,City,wilcox,6,0,0,0,0,0,0.1025151143,9110,3392,32928,0.37233809001097695
abbeville police department,2014,5,2869,GA1560100,Abbeville Police Department,City,wilcox,13,0,0,0,0,0,0.1025151143,9061,3350,32545,0.3697163668469264
abbeville police department,2015,5,2784,GA1560100,Abbeville Police Department,City,wilcox,21,0,0,0,0,0,0.1025151143,8972,3382,32043,0.37695051270619706
abbeville police department,2016,5,2796,GA1560100,Abbeville Police Department,City,wilcox,16,2,23998,3,120.375,0,0.1025151143,8884,3179,34071,0.35783430886987844
abbeville police department,2017,5,2736,GA1560100,Abbeville Police Department,City,wilcox,10,5,2452.031111111111,0,0,0,0.1025151143,8896,3156,35457,0.3547661870503597
abbeville police department,2018,5,2772,GA1560100,Abbeville Police Department,City,wilcox,1,0,0,0,0,0,0.1025151143,8846,3122,36077,0.35292787700655665
acworth police department,2009,39,20193,GA0330500,Acworth Police Department,City,cobb,156,0,0,0,0,0,0.0865314877,690430,156038,66515,0.22600118766565763
acworth police department,2010,52,20425,GA0330500,Acworth Police Department,City,cobb,49,0,0,0,0,0,0.0865314877,677402,163830,65522,0.2418504816932929
acworth police department,2011,38,20694,GA0330500,Acworth Police Department,City,cobb,72,0,0,0,0,0,0.0865314877,684468,169112,65423,0.2470707176960793
acworth police department,2012,38,20932,GA0330500,Acworth Police Department,City,cobb,47,0,0,0,0,0,0.0865314877,691820,173854,65180,0.2512994709606545
acworth police department,2013,24,21458,GA0330500,Acworth Police Department,City,cobb,101,0,0,0,0,0,0.0865314877,699235,179044,63920,0.2560569765529471
acworth police department,2014,39,21727,GA0330500,Acworth Police Department,City,cobb,92,0,0,0,0,0,0.0865314877,708920,185448,64657,0.26159228121649836
acworth police department,2015,39,22222,GA0330500,Acworth Police Department,City,cobb,102,0,0,0,0,0,0.0865314877,719133,190681,65873,0.2651540118448187
acworth police department,2016,39,22467,GA0330500,Acworth Police Department,City,cobb,99,1,58981.5,0,0,0,0.0865314877,728388,194744,68818,0.2673629988412769
acworth police department,2017,43,22747,GA0330500,Acworth Police Department,City,cobb,83,0,0,0,0,0,0.0865314877,739072,200534,72004,0.27133215708347763
acworth police department,2018,45,23028,GA0330500,Acworth Police Department,City,cobb,56,0,0,0,0,0,0.0865314877,745057,203874,75153,0.27363543997304907
adairsville police department,2009,14,3280,GA0080200,Adairsville Police Department,City,bartow,61,0,0,0,0,0,0.0865314877,92490,8926,50075,0.09650773056546653
adairsville police department,2010,13,4648,GA0080200,Adairsville Police Department,City,bartow,55,0,0,0,0,0,0.0865314877,97423,9809,49216,0.10068464325672583
adairsville police department,2011,13,4709,GA0080200,Adairsville Police Department,City,bartow,47,0,0,0,0,0,0.0865314877,98905,9731,49060,0.0983873413882008
adairsville police department,2012,13,4710,GA0080200,Adairsville Police Department,City,bartow,43,0,0,0,0,0,0.0865314877,99872,10000,49543,0.10012816404998398
adairsville police department,2013,13,4686,GA0080200,Adairsville Police Department,City,bartow,28,0,0,0,0,0,0.0865314877,100382,10248,47197,0.1020900161383515
adairsville police department,2014,13,4733,GA0080200,Adairsville Police Department,City,bartow,28,0,0,0,0,1,0.0865314877,100771,10785,48306,0.10702483849520199
adairsville police department,2015,13,4761,GA0080200,Adairsville Police Department,City,bartow,34,0,0,0,0,0,0.0865314877,101336,11138,48893,0.109911581274177
adairsville police department,2016,16,4804,GA0080200,Adairsville Police Department,City,bartow,35,0,0,0,0,0,0.0865314877,101942,11163,50565,0.10950344313433129
adairsville police department,2017,14,4844,GA0080200,Adairsville Police Department,City,bartow,20,0,0,0,0,0,0.0865314877,102623,11013,52393,0.10731512428987654
adairsville police department,2018,15,4879,GA0080200,Adairsville Police Department,City,bartow,50,0,0,0,0,0,0.0865314877,103620,11113,55452,0.10724763559158464
adel police department,2009,19,5405,GA0370100,Adel Police Department,City,cook,123,0,0,0,0,0,0.0851855599,16419,4764,31521,0.2901516535720811
adel police department,2010,20,5334,GA0370100,Adel Police Department,City,cook,115,0,0,0,0,0,0.0851855599,16976,4880,31390,0.2874646559849199
adel police department,2011,19,5404,GA0370100,Adel Police Department,City,cook,114,0,0,0,0,0,0.0851855599,17081,4819,35306,0.28212633920730634
adel police department,2012,16,5368,GA0370100,Adel Police Department,City,cook,100,0,0,0,0,0,0.0851855599,17073,4772,35983,0.2795056521993791
adel police department,2013,17,5240,GA0370100,Adel Police Department,City,cook,82,0,0,0,0,0,0.0851855599,17066,4741,34985,0.2778038204617368
adel police department,2014,22,5313,GA0370100,Adel Police Department,City,cook,80,0,0,0,0,0,0.0851855599,17061,4692,34230,0.275013187972569
adel police department,2015,21,5339,GA0370100,Adel Police Department,City,cook,94,0,0,0,0,0,0.0851855599,17033,4718,35683,0.2769917219515059
adel police department,2016,21,5313,GA0370100,Adel Police Department,City,cook,119,0,0,0,0,0,0.0851855599,17103,4790,35199,0.2800678243582997
adel police department,2017,20,5359,GA0370100,Adel Police Department,City,cook,102,0,0,0,0,0,0.0851855599,17190,4685,35539,0.27254217568353695
adel police department,2018,18,5316,GA0370100,Adel Police Department,City,cook,0,0,0,0,0,0,0.0851855599,17184,4723,38408,0.27484869646182497
adrian,2009,1,565,GA0830200,Adrian Police Department,City,emanuel,0,0,0,0,0,0,0.0932715442,22620,7519,27924,0.3324049513704686
adrian,2010,1,664,GA0830200,Adrian Police Department,City,emanuel,0,0,0,0,0,0,0.0932715442,22348,7553,30205,0.3379720780383032
adrian,2011,1,673,GA0830200,Adrian Police Department,City,emanuel,0,0,0,0,0,0,0.0932715442,22439,7470,30427,0.33290253576362583
adrian,2012,1,671,GA0830200,Adrian Police Department,City,emanuel,0,0,0,0,0,0,0.0932715442,22600,7606,31675,0.33654867256637166
adrian,2013,1,656,GA0830200,Adrian Police Department,City,emanuel,0,0,0,0,0,0,0.0932715442,22669,7636,32046,0.3368476774449689
adrian,2014,1,649,GA0830200,Adrian Police Department,City,emanuel,0,0,0,0,0,0,0.0932715442,22731,7685,33142,0.33808455413312216
adrian,2015,2,648,GA0830200,Adrian Police Department,City,emanuel,2,0,0,0,0,0,0.0932715442,22731,7749,32229,0.34090009238484886
adrian,2016,1,656,GA0830200,Adrian Police Department,City,emanuel,0,0,0,0,0,0,0.0932715442,22723,7730,31522,0.3401839545834617
adrian,2017,1,656,GA0830200,Adrian Police Department,City,emanuel,0,0,0,0,0,0,0.0932715442,22502,7714,33089,0.34281397209136966
adrian,2018,2,642,GA0830200,Adrian Police Department,City,emanuel,0,0,0,0,0,0,0.0932715442,22499,7698,34946,0.34214853993510824
agnes scott college dept,2009,12,0,GA044139E,Agnes Scott College,University or College,dekalb,0,0,0,0,0,0,0.1001136047,733060,396496,51973,0.5408779636046163
agnes scott college dept,2010,12,0,GA044139E,Agnes Scott College,University or College,dekalb,0,0,0,0,0,0,0.1001136047,685371,376790,51349,0.5497606405873607
agnes scott college dept,2011,9,0,GA044139E,Agnes Scott College,University or College,dekalb,1,0,0,0,0,0,0.1001136047,690003,376704,51712,0.5459454524110765
agnes scott college dept,2012,12,0,GA044139E,Agnes Scott College,University or College,dekalb,1,0,0,0,0,0,0.1001136047,694671,378457,51252,0.5448003443356639
agnes scott college dept,2013,12,0,GA044139E,Agnes Scott College,University or College,dekalb,2,0,0,0,0,0,0.1001136047,700308,377749,50856,0.5394040907714891
agnes scott college dept,2014,12,0,GA044139E,Agnes Scott College,University or College,dekalb,0,0,0,0,0,0,0.1001136047,707185,380615,50799,0.538211359121022
agnes scott college dept,2015,12,0,GA044139E,Agnes Scott College,University or College,dekalb,0,0,0,0,0,0,0.1001136047,716331,384831,51376,0.5372251096211109
agnes scott college dept,2016,9,0,GA044139E,Agnes Scott College,University or College,dekalb,3,0,0,0,0,0,0.1001136047,723902,392967,52623,0.5428455785451622
agnes scott college dept,2017,8,0,GA044139E,Agnes Scott College,University or College,dekalb,5,0,0,0,0,0,0.1001136047,736066,397343,55876,0.5398197987680453
agnes scott college dept,2018,7,0,GA044139E,Agnes Scott College,University or College,dekalb,1,0,0,0,0,0,0.1001136047,743187,401085,59280,0.539682475608427
alamo police department,2009,3,2722,GA1530100,Alamo Police Department,City,wheeler,12,0,0,0,0,0,0.1025151143,6819,2694,35625,0.3950725912890453
alamo police department,2010,3,2797,GA1530100,Alamo Police Department,City,wheeler,12,0,0,0,0,0,0.1025151143,7093,3046,35422,0.4294374735654871
alamo police department,2011,2,2834,GA1530100,Alamo Police Department,City,wheeler,6,0,0,0,0,0,0.1025151143,7354,3202,31456,0.4354093010606473
alamo police department,2012,2,3496,GA1530100,Alamo Police Department,City,wheeler,2,0,0,0,0,0,0.1025151143,7572,3082,27601,0.4070258848388801
alamo police department,2013,2,3464,GA1530100,Alamo Police Department,City,wheeler,14,0,0,0,0,0,0.1025151143,7746,3173,24382,0.4096307771753163
alamo police department,2014,2,3445,GA1530100,Alamo Police Department,City,wheeler,0,0,0,0,0,0,0.1025151143,7932,3294,27629,0.4152798789712557
alamo police department,2015,2,3472,GA1530100,Alamo Police Department,City,wheeler,0,0,0,0,0,0,0.1025151143,7956,3314,27620,0.4165409753645048
alamo police department,2016,4,3374,GA1530100,Alamo Police Department,City,wheeler,4,0,0,0,0,0,0.1025151143,7932,3333,27779,0.420196671709531
alamo police department,2017,4,3437,GA1530100,Alamo Police Department,City,wheeler,8,0,0,0,0,0,0.1025151143,7952,3358,28490,0.42228370221327965
alamo police department,2018,3,3408,GA1530100,Alamo Police Department,City,wheeler,5,0,0,0,0,0,0.1025151143,7939,3379,27626,0.42562035520846453
alapaha police department,2009,1,693,GA0100200,Alapaha Police Department,City,berrien,0,0,0,0,0,0,0.0851855599,16814,1983,32029,0.1179374330914714
alapaha police department,2010,3,668,GA0100200,Alapaha Police Department,City,berrien,0,0,0,0,0,0,0.0851855599,18708,2207,32202,0.11797092153089588
alapaha police department,2011,3,677,GA0100200,Alapaha Police Department,City,berrien,11,0,0,0,0,0,0.0851855599,18977,2300,32512,0.12119934657743585
alapaha police department,2012,1,679,GA0100200,Alapaha Police Department,City,berrien,5,0,0,0,0,0,0.0851855599,19131,2126,31506,0.1111285348387434
alapaha police department,2013,1,646,GA0100200,Alapaha Police Department,City,berrien,5,0,0,0,0,0,0.0851855599,19174,2093,32258,0.10915823511004485
alapaha police department,2014,3,655,GA0100200,Alapaha Police Department,City,berrien,23,0,0,0,0,0,0.0851855599,19091,2070,31812,0.1084280551044995
alapaha police department,2015,3,641,GA0100200,Alapaha Police Department,City,berrien,0,0,0,0,0,0,0.0851855599,19019,2174,31835,0.11430674588569326
alapaha police department,2016,1,653,GA0100200,Alapaha Police Department,City,berrien,2,0,0,0,0,0,0.0851855599,18986,2123,35740,0.11181923522595597
alapaha police department,2017,1,653,GA0100200,Alapaha Police Department,City,berrien,1,0,0,0,0,0,0.0851855599,19014,2245,38297,0.11807089512990428
alapaha police department,2018,1,667,GA0100200,Alapaha Police Department,City,berrien,2,0,0,0,0,0,0.0851855599,19025,2273,37163,0.11947437582128778
albany police department,2009,166,75734,GA0470100,Albany Police Department,City,dougherty,2255,0,0,0,0,0,0.0851855599,95330,60652,34597,0.6362320360851778
albany police department,2010,177,77434,GA0470100,Albany Police Department,City,dougherty,2340,0,0,0,0,0,0.0851855599,94514,62300,32435,0.6591616056880463
albany police department,2011,169,78454,GA0470100,Albany Police Department,City,dougherty,1959,0,0,0,0,0,0.0851855599,94616,62810,32364,0.6638412107888729
albany police department,2012,175,78512,GA0470100,Albany Police Department,City,dougherty,2217,0,0,0,0,0,0.0851855599,94591,63492,31789,0.6712266494698227
albany police department,2013,201,77365,GA0470100,Albany Police Department,City,dougherty,2060,25,12475,0,0,0,0.0851855599,94220,63431,31671,0.6732222458076842
albany police department,2014,201,75858,GA0470100,Albany Police Department,City,dougherty,1938,0,0,0,0,0,0.0851855599,93890,63429,31458,0.6755671530514432
albany police department,2015,161,75357,GA0470100,Albany Police Department,City,dougherty,1927,0,0,0,0,0,0.0851855599,93310,63207,32084,0.6773872039438431
albany police department,2016,162,74330,GA0470100,Albany Police Department,City,dougherty,1745,0,0,0,0,1,0.0851855599,92326,63267,33605,0.6852565907761627
albany police department,2017,153,73209,GA0470100,Albany Police Department,City,dougherty,1684,0,0,0,0,0,0.0851855599,91522,62752,34541,0.6856493520683552
albany police department,2018,148,72594,GA0470100,Albany Police Department,City,dougherty,1554,0,0,0,0,0,0.0851855599,91049,62847,37633,0.6902546980197476
albany state college security police albany,2009,17,0,GA0470300,Albany State University,University or College,dougherty,12,0,0,0,0,0,0.0851855599,95330,60652,34597,0.6362320360851778
albany state college security police albany,2010,18,0,GA0470300,Albany State University,University or College,dougherty,12,0,0,0,0,0,0.0851855599,94514,62300,32435,0.6591616056880463
albany state college security police albany,2011,14,0,GA0470300,Albany State University,University or College,dougherty,5,0,0,0,0,0,0.0851855599,94616,62810,32364,0.6638412107888729
albany state college security police albany,2012,18,0,GA0470300,Albany State University,University or College,dougherty,11,0,0,0,0,0,0.0851855599,94591,63492,31789,0.6712266494698227
albany state college security police albany,2013,17,0,GA0470300,Albany State University,University or College,dougherty,3,0,0,0,0,0,0.0851855599,94220,63431,31671,0.6732222458076842
albany state college security police albany,2014,18,0,GA0470300,Albany State University,University or College,dougherty,5,0,0,0,0,0,0.0851855599,93890,63429,31458,0.6755671530514432
albany state college security police albany,2015,18,0,GA0470300,Albany State University,University or College,dougherty,6,0,0,0,0,0,0.0851855599,93310,63207,32084,0.6773872039438431
albany state college security police albany,2016,26,0,GA0470300,Albany State University,University or College,dougherty,1,0,0,0,0,0,0.0851855599,92326,63267,33605,0.6852565907761627
albany state college security police albany,2017,35,0,GA0470300,Albany State University,University or College,dougherty,0,0,0,0,0,0,0.0851855599,91522,62752,34541,0.6856493520683552
albany state college security police albany,2018,29,0,GA0470300,Albany State University,University or College,dougherty,1,0,0,0,0,0,0.0851855599,91049,62847,37633,0.6902546980197476
albany technical college,2009,3,0,GA0471100,Albany Technical College,University or College,dougherty,0,0,0,0,0,0,0.0851855599,95330,60652,34597,0.6362320360851778
albany technical college,2010,3,0,GA0471100,Albany Technical College,University or College,dougherty,0,0,0,0,0,0,0.0851855599,94514,62300,32435,0.6591616056880463
albany technical college,2011,3,0,GA0471100,Albany Technical College,University or College,dougherty,0,0,0,0,0,0,0.0851855599,94616,62810,32364,0.6638412107888729
albany technical college,2012,3,0,GA0471100,Albany Technical College,University or College,dougherty,0,0,0,0,0,0,0.0851855599,94591,63492,31789,0.6712266494698227
albany technical college,2013,3,0,GA0471100,Albany Technical College,University or College,dougherty,0,0,0,0,0,0,0.0851855599,94220,63431,31671,0.6732222458076842
albany technical college,2014,3,0,GA0471100,Albany Technical College,University or College,dougherty,0,0,0,0,0,0,0.0851855599,93890,63429,31458,0.6755671530514432
albany technical college,2015,3,0,GA0471100,Albany Technical College,University or College,dougherty,0,0,0,0,0,0,0.0851855599,93310,63207,32084,0.6773872039438431
albany technical college,2016,3,0,GA0471100,Albany Technical College,University or College,dougherty,0,0,0,0,0,0,0.0851855599,92326,63267,33605,0.6852565907761627
albany technical college,2017,3,0,GA0471100,Albany Technical College,University or College,dougherty,0,0,0,0,0,0,0.0851855599,91522,62752,34541,0.6856493520683552
albany technical college,2018,3,0,GA0471100,Albany Technical College,University or College,dougherty,0,0,0,0,0,0,0.0851855599,91049,62847,37633,0.6902546980197476
alma police department,2009,14,3518,GA0030100,Alma Police Department,City,bacon,32,0,0,0,0,0,0.1025151143,10464,1880,31661,0.17966360856269112
alma police department,2010,11,3466,GA0030100,Alma Police Department,City,bacon,62,0,0,0,0,0,0.1025151143,10969,1862,31429,0.16975111678366306
alma police department,2011,11,3512,GA0030100,Alma Police Department,City,bacon,70,0,0,0,0,0,0.1025151143,11075,1900,32065,0.17155756207674944
alma police department,2012,10,3540,GA0030100,Alma Police Department,City,bacon,87,0,0,0,0,0,0.1025151143,11124,1810,33557,0.16271125494426467
alma police department,2013,10,3529,GA0030100,Alma Police Department,City,bacon,69,0,0,0,0,0,0.1025151143,11159,1874,33757,0.16793619499955192
alma police department,2014,11,3536,GA0030100,Alma Police Department,City,bacon,77,0,0,0,0,0,0.1025151143,11196,1755,37698,0.1567524115755627
alma police department,2015,9,3528,GA0030100,Alma Police Department,City,bacon,102,0,0,0,0,0,0.1025151143,11222,1678,37162,0.14952771342006774
alma police department,2016,10,3548,GA0030100,Alma Police Department,City,bacon,147,0,0,0,0,0,0.1025151143,11251,1735,37303,0.15420851479868455
alma police department,2017,10,3570,GA0030100,Alma Police Department,City,bacon,86,0,0,0,0,0,0.1025151143,11279,1642,38824,0.14558028193988828
alma police department,2018,8,3486,GA0030100,Alma Police Department,City,bacon,178,0,0,0,0,0,0.1025151143,11228,1714,36964,0.1526540790879943
alpharetta police department,2009,106,50279,GA0600400,Alpharetta Police Department,City,fulton,318,0,0,0,0,0,0.1001136047,987148,423852,58573,0.42937026666720696
alpharetta police department,2010,104,57551,GA0600400,Alpharetta Police Department,City,fulton,238,0,0,0,0,0,0.1001136047,886982,389377,56709,0.4389908701642198
alpharetta police department,2011,104,58309,GA0600400,Alpharetta Police Department,City,fulton,221,0,0,0,0,0,0.1001136047,907811,400328,57582,0.44098165807640577
alpharetta police department,2012,104,60031,GA0600400,Alpharetta Police Department,City,fulton,168,0,0,0,0,0,0.1001136047,929535,410993,57664,0.4421490315049998
alpharetta police department,2013,53,63442,GA0600400,Alpharetta Police Department,City,fulton,173,0,0,0,0,1,0.1001136047,948554,418997,56857,0.44172182079249045
alpharetta police department,2014,53,63478,GA0600400,Alpharetta Police Department,City,fulton,188,0,0,0,0,0,0.1001136047,967100,426478,56642,0.4409864543480509
alpharetta police department,2015,109,64419,GA0600400,Alpharetta Police Department,City,fulton,156,0,0,0,0,0,0.1001136047,983903,433529,57207,0.44062168730047574
alpharetta police department,2016,53,64943,GA0600400,Alpharetta Police Department,City,fulton,169,0,0,0,0,0,0.1001136047,996757,439282,58851,0.44071122650756406
alpharetta police department,2017,53,64943,GA0600400,Alpharetta Police Department,City,fulton,130,0,0,0,0,0,0.1001136047,1010420,445952,61336,0.44135310069080186
alpharetta police department,2018,105,67051,GA0600400,Alpharetta Police Department,City,fulton,144,0,0,0,0,0,0.1001136047,1021902,451053,64787,0.4413857688897761
alto police department,2009,2,915,GA0680900,Alto Police Department,City,banks,8,0,0,0,0,0,0.0865314877,16388,596,41039,0.03636807420063461
alto police department,2010,0,1172,GA0680900,Alto Police Department,City,banks,5,0,0,0,0,0,0.0865314877,17840,478,40455,0.02679372197309417
alto police department,2011,3,1187,GA0680900,Alto Police Department,City,banks,5,0,0,0,0,0,0.0865314877,18074,504,41397,0.027885360185902403
alto police department,2012,2,1185,GA0680900,Alto Police Department,City,banks,5,0,0,0,0,0,0.0865314877,18250,507,40162,0.02778082191780822
alto police department,2013,0,1159,GA0680900,Alto Police Department,City,banks,22,0,0,0,0,0,0.0865314877,18333,516,41141,0.028145966290296188
alto police department,2014,2,1163,GA0680900,Alto Police Department,City,banks,12,0,0,0,0,0,0.0865314877,18317,525,42826,0.028661898782551726
alto police department,2015,0,1162,GA0680900,Alto Police Department,City,banks,4,0,0,0,0,0,0.0865314877,18336,492,41472,0.026832460732984294
alto police department,2016,1,1166,GA0680900,Alto Police Department,City,banks,2,0,0,0,0,0,0.0865314877,18336,449,40721,0.024487347294938917
alto police department,2017,2,1163,GA0680900,Alto Police Department,City,banks,0,0,0,0,0,0,0.0865314877,18363,467,42182,0.025431574361487776
alto police department,2018,2,1178,GA0680900,Alto Police Department,City,banks,3,0,0,0,0,0,0.0865314877,18510,502,45373,0.0271204754186926
americus police department,2009,39,16467,GA1290100,Americus Police Department,City,sumter,622,0,0,0,0,0,0.1042335962,32363,15980,32245,0.4937737539783086
americus police department,2010,38,17041,GA1290100,Americus Police Department,City,sumter,742,0,0,0,0,0,0.1042335962,32865,17014,32430,0.517693595009889
americus police department,2011,37,17265,GA1290100,Americus Police Department,City,sumter,782,0,0,0,0,0,0.1042335962,32825,17123,34416,0.5216450875856816
americus police department,2012,38,16988,GA1290100,Americus Police Department,City,sumter,849,0,0,0,0,0,0.1042335962,32425,16805,33528,0.5182729375481882
americus police department,2013,37,16190,GA1290100,Americus Police Department,City,sumter,836,0,0,0,0,0,0.1042335962,32099,16551,33796,0.5156235396741331
americus police department,2014,36,16200,GA1290100,Americus Police Department,City,sumter,812,0,0,0,0,0,0.1042335962,31804,16445,33694,0.5170733241101748
americus police department,2015,35,16107,GA1290100,Americus Police Department,City,sumter,399,0,0,0,0,0,0.1042335962,31429,16237,32758,0.516624773298546
americus police department,2016,33,15838,GA1290100,Americus Police Department,City,sumter,353,0,0,0,0,0,0.1042335962,31070,16159,33534,0.5200836820083682
americus police department,2017,34,15668,GA1290100,Americus Police Department,City,sumter,250,0,0,0,0,0,0.1042335962,30687,16085,34219,0.5241633264900446
americus police department,2018,39,15184,GA1290100,Americus Police Department,City,sumter,279,0,0,0,0,0,0.1042335962,30352,15974,36205,0.5262915129151291
andrew college campus police department,2009,0,0,GA120059E,Andrew College,University or College,randolph,0,0,0,0,0,0,0.1042335962,7259,4299,28193,0.5922303347568536
andrew college campus police department,2010,0,0,GA120059E,Andrew College,University or College,randolph,0,0,0,0,0,0,0.1042335962,7724,4689,26194,0.6070688762299327
andrew college campus police department,2011,0,0,GA120059E,Andrew College,University or College,randolph,0,0,0,0,0,0,0.1042335962,7678,4530,29071,0.5899973951549883
andrew college campus police department,2012,0,0,GA120059E,Andrew College,University or College,randolph,0,0,0,0,0,0,0.1042335962,7596,4424,32688,0.5824117956819379
andrew college campus police department,2013,3,0,GA120059E,Andrew College,University or College,randolph,0,0,0,0,0,0,0.1042335962,7498,4434,30023,0.5913576953854361
andrew college campus police department,2014,3,0,GA120059E,Andrew College,University or College,randolph,0,0,0,0,0,0,0.1042335962,7411,4567,26837,0.6162461206314938
andrew college campus police department,2015,2,0,GA120059E,Andrew College,University or College,randolph,3,0,0,0,0,0,0.1042335962,7315,4527,28377,0.6188653451811347
andrew college campus police department,2016,2,0,GA120059E,Andrew College,University or College,randolph,5,0,0,0,0,0,0.1042335962,7224,4518,30358,0.6254152823920266
andrew college campus police department,2017,2,0,GA120059E,Andrew College,University or College,randolph,4,0,0,0,0,0,0.1042335962,7206,4305,30640,0.5974188176519567
andrew college campus police department,2018,2,0,GA120059E,Andrew College,University or College,randolph,2,0,0,0,0,0,0.1042335962,7087,4406,30914,0.6217017073514887
appling county board of education,2009,2,0,GA0010400,Appling County Board of Education,Other,appling,0,0,0,0,0,0,0.1025151143,17871,3370,33537,0.1885736668345364
appling county board of education,2010,2,0,GA0010400,Appling County Board of Education,Other,appling,0,0,0,0,0,0,0.1025151143,18050,3510,36155,0.19445983379501386
appling county board of education,2011,2,0,GA0010400,Appling County Board of Education,Other,appling,0,0,0,0,0,0,0.1025151143,18202,3574,34989,0.19635204922535984
appling county board of education,2012,2,0,GA0010400,Appling County Board of Education,Other,appling,0,0,0,0,0,0,0.1025151143,18279,3563,35875,0.19492313583894086
appling county board of education,2013,2,0,GA0010400,Appling County Board of Education,Other,appling,0,0,0,0,0,0,0.1025151143,18354,3572,36786,0.19461697722567287
appling county board of education,2014,2,0,GA0010400,Appling County Board of Education,Other,appling,0,0,0,0,0,0,0.1025151143,18421,3451,38461,0.18734053525867217
appling county board of education,2015,2,0,GA0010400,Appling County Board of Education,Other,appling,0,0,0,0,0,0,0.1025151143,18417,3479,37135,0.18890155834283542
appling county board of education,2016,2,0,GA0010400,Appling County Board of Education,Other,appling,0,0,0,0,0,0,0.1025151143,18410,3357,37388,0.1823465507876154
appling county board of education,2017,2,0,GA0010400,Appling County Board of Education,Other,appling,1,0,0,0,0,0,0.1025151143,18471,3299,37089,0.17860429863028532
appling county board of education,2018,2,0,GA0010400,Appling County Board of Education,Other,appling,0,0,0,0,0,0,0.1025151143,18454,3363,39561,0.18223691340630757
appling county sheriff's department,2009,14,13454,GA0010000,Appling County Sheriff's Office,County,appling,9,0,0,0,0,0,0.1025151143,17871,3370,33537,0.1885736668345364
appling county sheriff's department,2010,14,13836,GA0010000,Appling County Sheriff's Office,County,appling,0,0,0,0,0,0,0.1025151143,18050,3510,36155,0.19445983379501386
appling county sheriff's department,2011,16,14018,GA0010000,Appling County Sheriff's Office,County,appling,96,0,0,0,0,0,0.1025151143,18202,3574,34989,0.19635204922535984
appling county sheriff's department,2012,18,14172,GA0010000,Appling County Sheriff's Office,County,appling,89,0,0,0,0,0,0.1025151143,18279,3563,35875,0.19492313583894086
appling county sheriff's department,2013,14,13952,GA0010000,Appling County Sheriff's Office,County,appling,33,0,0,0,0,0,0.1025151143,18354,3572,36786,0.19461697722567287
appling county sheriff's department,2014,14,14052,GA0010000,Appling County Sheriff's Office,County,appling,0,0,0,0,0,0,0.1025151143,18421,3451,38461,0.18734053525867217
appling county sheriff's department,2015,14,14140,GA0010000,Appling County Sheriff's Office,County,appling,0,0,0,0,0,0,0.1025151143,18417,3479,37135,0.18890155834283542
appling county sheriff's department,2016,14,14008,GA0010000,Appling County Sheriff's Office,County,appling,97,0,0,0,0,0,0.1025151143,18410,3357,37388,0.1823465507876154
appling county sheriff's department,2017,22,13415,GA0010000,Appling County Sheriff's Office,County,appling,129,0,0,0,0,0,0.1025151143,18471,3299,37089,0.17860429863028532
appling county sheriff's department,2018,23,13499,GA0010000,Appling County Sheriff's Office,County,appling,98,0,0,0,0,0,0.1025151143,18454,3363,39561,0.18223691340630757
aragon police department,2009,4,1083,GA1150400,Aragon Police Department,City,polk,0,0,0,0,0,0,0.0865314877,41414,5334,39968,0.12879702516057373
aragon police department,2010,4,1249,GA1150400,Aragon Police Department,City,polk,0,0,0,0,0,0,0.0865314877,41095,5201,38646,0.12656040880885752
aragon police department,2011,4,1265,GA1150400,Aragon Police Department,City,polk,0,0,0,0,0,0,0.0865314877,41233,5297,38514,0.1284650643901729
aragon police department,2012,4,1257,GA1150400,Aragon Police Department,City,polk,8,0,0,0,0,0,0.0865314877,41350,5353,38861,0.1294558645707376
aragon police department,2013,4,1233,GA1150400,Aragon Police Department,City,polk,11,0,0,0,0,0,0.0865314877,41308,5378,39208,0.1301926987508473
aragon police department,2014,4,1235,GA1150400,Aragon Police Department,City,polk,27,0,0,0,0,0,0.0865314877,41250,5465,39121,0.13248484848484848
aragon police department,2015,4,1227,GA1150400,Aragon Police Department,City,polk,3,0,0,0,0,0,0.0865314877,41215,5526,37853,0.13407739900521654
aragon police department,2016,3,1241,GA1150400,Aragon Police Department,City,polk,9,0,0,0,0,0,0.0865314877,41263,5069,39356,0.12284613333979594
aragon police department,2017,4,1241,GA1150400,Aragon Police Department,City,polk,6,0,0,0,0,0,0.0865314877,41444,5253,40652,0.12674934851848277
aragon police department,2018,3,1249,GA1150400,Aragon Police Department,City,polk,0,0,0,0,0,0,0.0865314877,41621,5091,43491,0.12231806059441147
arcade police department,2009,3,1981,GA0780400,Arcade Police Department,City,jackson,15,0,0,0,0,0,0.0932715442,58644,4405,48114,0.07511424868699271
