ag_names,year,officers_total,population,ori,agency_name,agency_type_name,county_name,v_crime,n_v,value_v,n_nv,value_nv,n_kill,drug_use,tot_pop,black,med_inc,black_perc
sandersville police department,2011,19,5990,GA1500100,Sandersville Police Department,City,washington,98,0,0,0,0,0,0.0932715442,21175,11205,31784,0.5291617473435656
sandersville police department,2012,17,5952,GA1500100,Sandersville Police Department,City,washington,78,0,0,0,0,0,0.0932715442,21092,11197,31441,0.5308647828560592
sandersville police department,2013,18,5807,GA1500100,Sandersville Police Department,City,washington,79,2,998,0,0,0,0.0932715442,20982,11077,33652,0.5279287007911543
sandersville police department,2014,18,5822,GA1500100,Sandersville Police Department,City,washington,77,20,6194.6033333333335,6,240.75,0,0.0932715442,20861,10967,34877,0.525717846699583
sandersville police department,2015,19,5750,GA1500100,Sandersville Police Department,City,washington,75,0,0,0,0,0,0.0932715442,20785,10935,37932,0.526100553283618
sandersville police department,2016,18,5724,GA1500100,Sandersville Police Department,City,washington,67,0,0,6,148544.88999999998,0,0.0932715442,20680,10952,37417,0.5295938104448743
sandersville police department,2017,17,5669,GA1500100,Sandersville Police Department,City,washington,53,0,0,0,0,0,0.0932715442,20506,10880,38097,0.5305764166585389
sandersville police department,2018,18,5527,GA1500100,Sandersville Police Department,City,washington,44,0,0,0,0,0,0.0932715442,20461,10845,38092,0.5300327452226187
sandy springs police department,2009,102,82435,GA0605600,Sandy Springs Police Department,City,fulton,1033,0,0,0,0,0,0.1001136047,987148,423852,58573,0.42937026666720696
sandy springs police department,2010,128,93853,GA0605600,Sandy Springs Police Department,City,fulton,900,0,0,0,0,0,0.1001136047,886982,389377,56709,0.4389908701642198
sandy springs police department,2011,123,95089,GA0605600,Sandy Springs Police Department,City,fulton,739,15,2070,0,0,0,0.1001136047,907811,400328,57582,0.44098165807640577
sandy springs police department,2012,128,97890,GA0605600,Sandy Springs Police Department,City,fulton,893,0,0,0,0,0,0.1001136047,929535,410993,57664,0.4421490315049998
sandy springs police department,2013,0,101180,GA0605600,Sandy Springs Police Department,City,fulton,706,0,0,0,0,0,0.1001136047,948554,418997,56857,0.44172182079249045
sandy springs police department,2014,127,101184,GA0605600,Sandy Springs Police Department,City,fulton,792,0,0,0,0,0,0.1001136047,967100,426478,56642,0.4409864543480509
sandy springs police department,2015,125,103898,GA0605600,Sandy Springs Police Department,City,fulton,648,0,0,0,0,0,0.1001136047,983903,433529,57207,0.44062168730047574
sandy springs police department,2016,127,107685,GA0605600,Sandy Springs Police Department,City,fulton,646,0,0,0,0,0,0.1001136047,996757,439282,58851,0.44071122650756406
sandy springs police department,2017,129,107740,GA0605600,Sandy Springs Police Department,City,fulton,503,0,0,0,0,0,0.1001136047,1010420,445952,61336,0.44135310069080186
sandy springs police department,2018,139,108654,GA0605600,Sandy Springs Police Department,City,fulton,427,0,0,0,0,0,0.1001136047,1021902,451053,64787,0.4413857688897761
sardis police department,2009,4,1171,GA0170300,Sardis Police Department,City,burke,0,0,0,0,0,0,0.0932715442,22807,11523,31482,0.5052396194150919
sardis police department,2010,4,999,GA0170300,Sardis Police Department,City,burke,0,0,0,0,0,0,0.0932715442,23083,11926,33155,0.5166572802495343
sardis police department,2011,4,1012,GA0170300,Sardis Police Department,City,burke,23,0,0,0,0,0,0.0932715442,23211,12020,32188,0.5178579121968032
sardis police department,2012,5,1019,GA0170300,Sardis Police Department,City,burke,17,0,0,0,0,0,0.0932715442,23242,11588,31597,0.4985801566130281
sardis police department,2013,5,985,GA0170300,Sardis Police Department,City,burke,32,0,0,0,0,1,0.0932715442,23223,11572,31494,0.49829910003014255
sardis police department,2014,5,965,GA0170300,Sardis Police Department,City,burke,18,0,0,0,0,0,0.0932715442,23136,11596,33299,0.501210235131397
sardis police department,2015,4,956,GA0170300,Sardis Police Department,City,burke,14,0,0,0,0,0,0.0932715442,23007,11460,33641,0.49810927109140696
sardis police department,2016,5,957,GA0170300,Sardis Police Department,City,burke,17,0,0,0,0,0,0.0932715442,22838,11238,34589,0.49207461248795864
sardis police department,2017,5,971,GA0170300,Sardis Police Department,City,burke,21,0,0,0,0,0,0.0932715442,22645,11119,38707,0.4910134687569
sardis police department,2018,6,967,GA0170300,Sardis Police Department,City,burke,5,0,0,0,0,0,0.0932715442,22550,10958,42773,0.48594235033259425
savannah f&es arson unit,2009,0,0,GA0252500,Savannah Fire and Emergency Services Arson Unit,Other,chatham,0,0,0,0,0,0,0.1025151143,248078,100321,44464,0.4043929731777909
savannah f&es arson unit,2010,0,0,GA0252500,Savannah Fire and Emergency Services Arson Unit,Other,chatham,0,0,0,0,0,0,0.1025151143,256428,104583,44928,0.4078454770929852
savannah f&es arson unit,2011,0,0,GA0252500,Savannah Fire and Emergency Services Arson Unit,Other,chatham,0,0,0,0,0,0,0.1025151143,261322,105911,45985,0.4052892599934181
savannah f&es arson unit,2012,0,0,GA0252500,Savannah Fire and Emergency Services Arson Unit,Other,chatham,0,0,0,0,0,0,0.1025151143,266344,107233,45653,0.40261090920013215
savannah f&es arson unit,2013,2,0,GA0252500,Savannah Fire and Emergency Services Arson Unit,Other,chatham,0,0,0,0,0,0,0.1025151143,271102,108247,45794,0.3992851399104396
savannah f&es arson unit,2014,0,0,GA0252500,Savannah Fire and Emergency Services Arson Unit,Other,chatham,0,0,0,0,0,0,0.1025151143,275303,109299,46987,0.39701347242856055
savannah f&es arson unit,2015,0,0,GA0252500,Savannah Fire and Emergency Services Arson Unit,Other,chatham,0,0,0,0,0,0,0.1025151143,279290,110146,47218,0.3943786028858892
savannah f&es arson unit,2016,0,0,GA0252500,Savannah Fire and Emergency Services Arson Unit,Other,chatham,0,0,0,0,0,0,0.1025151143,282613,112500,49596,0.3980708601515146
savannah f&es arson unit,2017,0,0,GA0252500,Savannah Fire and Emergency Services Arson Unit,Other,chatham,0,0,0,0,0,0,0.1025151143,285506,113486,52215,0.3974907707718927
savannah f&es arson unit,2018,0,0,GA0252500,Savannah Fire and Emergency Services Arson Unit,Other,chatham,0,0,0,0,0,0,0.1025151143,287049,114130,54911,0.3975976227055311
savannah state college police department,2009,15,0,GA0251000,Savannah State University,University or College,chatham,84,0,0,0,0,0,0.1025151143,248078,100321,44464,0.4043929731777909
savannah state college police department,2010,20,0,GA0251000,Savannah State University,University or College,chatham,30,0,0,0,0,0,0.1025151143,256428,104583,44928,0.4078454770929852
savannah state college police department,2011,18,0,GA0251000,Savannah State University,University or College,chatham,19,0,0,0,0,0,0.1025151143,261322,105911,45985,0.4052892599934181
savannah state college police department,2012,18,0,GA0251000,Savannah State University,University or College,chatham,26,0,0,0,0,0,0.1025151143,266344,107233,45653,0.40261090920013215
savannah state college police department,2013,11,0,GA0251000,Savannah State University,University or College,chatham,23,0,0,0,0,0,0.1025151143,271102,108247,45794,0.3992851399104396
savannah state college police department,2014,26,0,GA0251000,Savannah State University,University or College,chatham,21,0,0,0,0,0,0.1025151143,275303,109299,46987,0.39701347242856055
savannah state college police department,2015,28,0,GA0251000,Savannah State University,University or College,chatham,40,0,0,0,0,0,0.1025151143,279290,110146,47218,0.3943786028858892
savannah state college police department,2016,29,0,GA0251000,Savannah State University,University or College,chatham,32,0,0,0,0,0,0.1025151143,282613,112500,49596,0.3980708601515146
savannah state college police department,2017,29,0,GA0251000,Savannah State University,University or College,chatham,17,0,0,0,0,0,0.1025151143,285506,113486,52215,0.3974907707718927
savannah state college police department,2018,27,0,GA0251000,Savannah State University,University or College,chatham,0,0,0,0,0,0,0.1025151143,287049,114130,54911,0.3975976227055311
savannah technical college,2009,0,0,GA0252400,Savannah Technical College,University or College,chatham,0,0,0,0,0,0,0.1025151143,248078,100321,44464,0.4043929731777909
savannah technical college,2010,0,0,GA0252400,Savannah Technical College,University or College,chatham,0,0,0,0,0,0,0.1025151143,256428,104583,44928,0.4078454770929852
savannah technical college,2011,0,0,GA0252400,Savannah Technical College,University or College,chatham,0,0,0,0,0,0,0.1025151143,261322,105911,45985,0.4052892599934181
savannah technical college,2012,0,0,GA0252400,Savannah Technical College,University or College,chatham,0,0,0,0,0,0,0.1025151143,266344,107233,45653,0.40261090920013215
savannah technical college,2013,0,0,GA0252400,Savannah Technical College,University or College,chatham,0,0,0,0,0,0,0.1025151143,271102,108247,45794,0.3992851399104396
savannah technical college,2014,0,0,GA0252400,Savannah Technical College,University or College,chatham,0,0,0,0,0,0,0.1025151143,275303,109299,46987,0.39701347242856055
savannah technical college,2015,0,0,GA0252400,Savannah Technical College,University or College,chatham,0,0,0,0,0,0,0.1025151143,279290,110146,47218,0.3943786028858892
savannah technical college,2016,0,0,GA0252400,Savannah Technical College,University or College,chatham,0,0,0,0,0,0,0.1025151143,282613,112500,49596,0.3980708601515146
savannah technical college,2017,10,0,GA0252400,Savannah Technical College,University or College,chatham,0,0,0,0,0,0,0.1025151143,285506,113486,52215,0.3974907707718927
savannah technical college,2018,11,0,GA0252400,Savannah Technical College,University or College,chatham,0,0,0,0,0,0,0.1025151143,287049,114130,54911,0.3975976227055311
savannah-chatham metro police department,2009,599,212711,GA0250300,Savannah-Chatham Metropolitan Police Department,City,chatham,3750,0,0,0,0,0,0.1025151143,248078,100321,44464,0.4043929731777909
savannah-chatham metro police department,2010,579,223480,GA0250300,Savannah-Chatham Metropolitan Police Department,City,chatham,3375,0,0,0,0,1,0.1025151143,256428,104583,44928,0.4078454770929852
savannah-chatham metro police department,2011,563,226422,GA0250300,Savannah-Chatham Metropolitan Police Department,City,chatham,3104,0,0,0,0,0,0.1025151143,261322,105911,45985,0.4052892599934181
savannah-chatham metro police department,2012,588,231285,GA0250300,Savannah-Chatham Metropolitan Police Department,City,chatham,2938,8,1104,0,0,0,0.1025151143,266344,107233,45653,0.40261090920013215
savannah-chatham metro police department,2013,563,235200,GA0250300,Savannah-Chatham Metropolitan Police Department,City,chatham,2946,2,117963,6,173.14285714285714,2,0.1025151143,271102,108247,45794,0.3992851399104396
savannah-chatham metro police department,2014,530,236682,GA0250300,Savannah-Chatham Metropolitan Police Department,City,chatham,2576,1,719210.5,0,0,1,0.1025151143,275303,109299,46987,0.39701347242856055
savannah-chatham metro police department,2015,551,240178,GA0250300,Savannah-Chatham Metropolitan Police Department,City,chatham,2986,0,0,0,0,1,0.1025151143,279290,110146,47218,0.3943786028858892
savannah-chatham metro police department,2016,570,241296,GA0250300,Savannah-Chatham Metropolitan Police Department,City,chatham,2980,0,0,0,0,0,0.1025151143,282613,112500,49596,0.3980708601515146
savannah-chatham metro police department,2017,620,242941,GA0250300,Savannah-Chatham Metropolitan Police Department,City,chatham,2424,0,0,0,0,0,0.1025151143,285506,113486,52215,0.3974907707718927
savannah-chatham metro police department,2018,519,242265,GA0250300,Savannah-Chatham Metropolitan Police Department,City,chatham,1838,0,0,0,0,0,0.1025151143,287049,114130,54911,0.3975976227055311
schley county sheriff's department,2009,4,2431,GA1230000,Schley County Sheriff's Office,County,schley,15,0,0,0,0,0,0.1042335962,4129,959,38722,0.23225962702833616
schley county sheriff's department,2010,4,3198,GA1230000,Schley County Sheriff's Office,County,schley,7,0,0,0,0,0,0.1042335962,4755,1098,35096,0.2309148264984227
schley county sheriff's department,2011,3,3240,GA1230000,Schley County Sheriff's Office,County,schley,12,0,0,0,0,0,0.1042335962,4885,1173,34691,0.24012282497441145
schley county sheriff's department,2012,3,3239,GA1230000,Schley County Sheriff's Office,County,schley,10,1,5960.5,0,0,0,0.1042335962,4963,1420,40612,0.2861172677815837
schley county sheriff's department,2013,4,3174,GA1230000,Schley County Sheriff's Office,County,schley,13,0,0,0,0,0,0.1042335962,5017,1357,38425,0.27048036675303966
schley county sheriff's department,2014,4,3255,GA1230000,Schley County Sheriff's Office,County,schley,11,0,0,0,0,0,0.1042335962,5054,1319,38537,0.26098140087059757
schley county sheriff's department,2015,4,3312,GA1230000,Schley County Sheriff's Office,County,schley,22,0,0,0,0,0,0.1042335962,5074,1215,39375,0.2394560504532913
schley county sheriff's department,2016,4,3303,GA1230000,Schley County Sheriff's Office,County,schley,8,0,0,0,0,0,0.1042335962,5089,1371,41227,0.26940459815287876
schley county sheriff's department,2017,4,3263,GA1230000,Schley County Sheriff's Office,County,schley,8,0,0,0,0,0,0.1042335962,5168,1448,41267,0.2801857585139319
schley county sheriff's department,2018,4,3358,GA1230000,Schley County Sheriff's Office,County,schley,5,0,0,0,0,0,0.1042335962,5211,1558,41276,0.2989829207445788
screven county sheriff's department,2009,22,11649,GA1240000,Screven  County Sheriff's Office,County,screven,26,0,0,0,0,0,0.0932715442,15077,6638,32943,0.44027326391191884
screven county sheriff's department,2010,22,10782,GA1240000,Screven  County Sheriff's Office,County,screven,6,0,0,0,0,0,0.0932715442,14799,6483,32155,0.4380701398743158
screven county sheriff's department,2011,22,10923,GA1240000,Screven  County Sheriff's Office,County,screven,92,0,0,0,0,0,0.0932715442,14697,6539,31963,0.4449207321222018
screven county sheriff's department,2012,18,10727,GA1240000,Screven  County Sheriff's Office,County,screven,87,0,0,0,0,0,0.0932715442,14574,6416,34634,0.4402360367778235
screven county sheriff's department,2013,22,10737,GA1240000,Screven  County Sheriff's Office,County,screven,157,0,0,0,0,0,0.0932715442,14455,6129,34848,0.4240055344171567
screven county sheriff's department,2014,23,10815,GA1240000,Screven  County Sheriff's Office,County,screven,113,0,0,0,0,0,0.0932715442,14281,6018,34097,0.42139906169035785
screven county sheriff's department,2015,22,10664,GA1240000,Screven  County Sheriff's Office,County,screven,83,0,0,0,0,0,0.0932715442,14206,5966,34466,0.4199633957482754
screven county sheriff's department,2016,19,10738,GA1240000,Screven  County Sheriff's Office,County,screven,78,0,0,0,0,0,0.0932715442,14114,5881,35047,0.4166784752727788
screven county sheriff's department,2017,20,10669,GA1240000,Screven  County Sheriff's Office,County,screven,104,0,0,0,0,0,0.0932715442,14037,5856,36556,0.4171831587946142
screven county sheriff's department,2018,9,10932,GA1240000,Screven  County Sheriff's Office,County,screven,108,0,0,0,0,0,0.0932715442,13990,5868,37588,0.4194424588992137
screven police department,2009,2,796,GA1510200,Screven Police Department,City,wayne,3,0,0,0,0,0,0.1025151143,28954,5665,38457,0.19565517717759204
screven police department,2010,2,766,GA1510200,Screven Police Department,City,wayne,7,0,0,0,0,0,0.1025151143,29705,6027,37340,0.20289513549907423
screven police department,2011,2,776,GA1510200,Screven Police Department,City,wayne,0,0,0,0,0,0,0.1025151143,29988,6210,39470,0.2070828331332533
screven police department,2012,2,781,GA1510200,Screven Police Department,City,wayne,2,0,0,0,0,0,0.1025151143,30157,6277,36496,0.2081440461584375
screven police department,2013,2,774,GA1510200,Screven Police Department,City,wayne,5,0,0,0,0,0,0.1025151143,30187,6502,35830,0.21539073110941795
screven police department,2014,2,772,GA1510200,Screven Police Department,City,wayne,4,0,0,0,0,0,0.1025151143,30170,6372,37970,0.21120318196884322
screven police department,2015,2,756,GA1510200,Screven Police Department,City,wayne,6,0,0,0,0,0,0.1025151143,30046,6279,38955,0.20897956466750983
screven police department,2016,2,767,GA1510200,Screven Police Department,City,wayne,6,0,0,0,0,0,0.1025151143,30006,6155,39908,0.205125641538359
screven police department,2017,2,778,GA1510200,Screven Police Department,City,wayne,6,0,0,0,0,0,0.1025151143,29833,5966,41534,0.19997988804344183
screven police department,2018,3,765,GA1510200,Screven Police Department,City,wayne,4,0,0,0,0,0,0.1025151143,29767,5935,44869,0.19938186582457082
seminole county sheriff's department,2009,11,6338,GA1250000,Seminole County Sheriff's Office,County,seminole,34,0,0,0,0,0,0.0851855599,9068,3309,35364,0.3649095721217468
seminole county sheriff's department,2010,12,6079,GA1250000,Seminole County Sheriff's Office,County,seminole,43,0,0,0,0,0,0.0851855599,8797,3075,32666,0.34955098328975787
seminole county sheriff's department,2011,15,6159,GA1250000,Seminole County Sheriff's Office,County,seminole,39,0,0,0,0,0,0.0851855599,8784,2927,29639,0.3332194899817851
seminole county sheriff's department,2012,15,6189,GA1250000,Seminole County Sheriff's Office,County,seminole,47,0,0,0,0,0,0.0851855599,8815,2944,28909,0.333976176971072
seminole county sheriff's department,2013,16,6197,GA1250000,Seminole County Sheriff's Office,County,seminole,37,0,0,0,0,0,0.0851855599,8831,2945,30521,0.3334843166119352
seminole county sheriff's department,2014,16,6198,GA1250000,Seminole County Sheriff's Office,County,seminole,39,0,0,0,0,0,0.0851855599,8804,2969,34894,0.33723307587460244
seminole county sheriff's department,2015,16,5974,GA1250000,Seminole County Sheriff's Office,County,seminole,41,0,0,0,0,0,0.0851855599,8769,2937,34905,0.3349298665754362
seminole county sheriff's department,2016,16,5943,GA1250000,Seminole County Sheriff's Office,County,seminole,38,0,0,0,0,0,0.0851855599,8696,2980,35410,0.3426862925482981
seminole county sheriff's department,2017,16,5802,GA1250000,Seminole County Sheriff's Office,County,seminole,54,0,0,0,0,0,0.0851855599,8549,2878,33999,0.33664756111825944
seminole county sheriff's department,2018,15,5692,GA1250000,Seminole County Sheriff's Office,County,seminole,22,0,0,0,0,0,0.0851855599,8437,2790,34338,0.3306862628896527
senoia police department,2009,7,3793,GA0380300,Senoia Police Department,City,coweta,14,0,0,0,0,0,0.1042335962,118531,20487,61854,0.1728408601969105
senoia police department,2010,11,3307,GA0380300,Senoia Police Department,City,coweta,19,0,0,0,0,0,0.1042335962,121528,21360,61550,0.1757619643209795
senoia police department,2011,13,3351,GA0380300,Senoia Police Department,City,coweta,13,0,0,0,0,0,0.1042335962,124695,21992,61015,0.17636633385460523
senoia police department,2012,13,3402,GA0380300,Senoia Police Department,City,coweta,13,0,0,0,0,0,0.1042335962,127212,22602,60675,0.1776719177436091
senoia police department,2013,13,3669,GA0380300,Senoia Police Department,City,coweta,13,0,0,0,0,0,0.1042335962,129397,23089,60813,0.1784353578521913
senoia police department,2014,14,3855,GA0380300,Senoia Police Department,City,coweta,4,0,0,0,0,0,0.1042335962,131419,23312,61662,0.1773868314322891
senoia police department,2015,14,4124,GA0380300,Senoia Police Department,City,coweta,7,0,0,0,0,0,0.1042335962,133416,23872,62461,0.1789290639803322
senoia police department,2016,15,4233,GA0380300,Senoia Police Department,City,coweta,4,0,0,0,0,0,0.1042335962,135625,23913,65244,0.17631705069124423
senoia police department,2017,15,4283,GA0380300,Senoia Police Department,City,coweta,10,0,0,0,0,0,0.1042335962,138015,24223,67570,0.17550990834329602
senoia police department,2018,15,4352,GA0380300,Senoia Police Department,City,coweta,5,0,0,0,0,0,0.1042335962,140516,24730,70717,0.175994192832133
sherrifs office,2009,112,52299,GA0760000,Houston County Sheriff's Office,County,houston,195,0,0,0,0,0,0.1042335962,130910,35314,54037,0.26975784890382704
sherrifs office,2010,90,52752,GA0760000,Houston County Sheriff's Office,County,houston,285,0,0,0,0,0,0.1042335962,134880,37340,55098,0.27683867141162516
sherrifs office,2011,90,53447,GA0760000,Houston County Sheriff's Office,County,houston,361,0,0,0,0,0,0.1042335962,137887,38817,55738,0.28151312306453835
sherrifs office,2012,112,54860,GA0760000,Houston County Sheriff's Office,County,houston,290,0,0,0,0,0,0.1042335962,140699,40147,56265,0.28533962572584026
sherrifs office,2013,113,54155,GA0760000,Houston County Sheriff's Office,County,houston,336,0,0,0,0,0,0.1042335962,143205,41605,54893,0.2905275653783038
sherrifs office,2014,90,54074,GA0760000,Houston County Sheriff's Office,County,houston,307,0,0,0,0,0,0.1042335962,145622,42491,55170,0.2917897021054511
sherrifs office,2015,128,54444,GA0760000,Houston County Sheriff's Office,County,houston,252,0,0,0,0,0,0.1042335962,147570,43266,53270,0.2931896726977028
sherrifs office,2016,90,54354,GA0760000,Houston County Sheriff's Office,County,houston,333,0,0,0,0,0,0.1042335962,149137,44074,55480,0.2955269316132147
sherrifs office,2017,122,55077,GA0760000,Houston County Sheriff's Office,County,houston,276,0,0,0,0,0,0.1042335962,150341,44935,55965,0.2988871964400929
sherrifs office,2018,125,54949,GA0760000,Houston County Sheriff's Office,County,houston,278,0,0,0,0,0,0.1042335962,151682,46232,58770,0.3047955591302857
shiloh police department,2009,1,434,GA0720300,Shiloh Police Department,City,harris,4,0,0,0,0,0,0.1042335962,28884,5379,63368,0.18622766929788118
shiloh police department,2010,1,445,GA0720300,Shiloh Police Department,City,harris,0,0,0,0,0,0,0.1042335962,30807,5414,67018,0.17573928003375855
shiloh police department,2011,1,451,GA0720300,Shiloh Police Department,City,harris,3,0,0,0,0,0,0.1042335962,31401,5432,67299,0.1729881213974077
shiloh police department,2012,1,453,GA0720300,Shiloh Police Department,City,harris,2,0,0,0,0,0,0.1042335962,31870,5529,68816,0.17348603702541576
shiloh police department,2013,1,445,GA0720300,Shiloh Police Department,City,harris,1,0,0,0,0,0,0.1042335962,32267,5502,69223,0.1705147674094276
shiloh police department,2014,1,444,GA0720300,Shiloh Police Department,City,harris,2,0,0,0,0,0,0.1042335962,32539,5419,69060,0.16653861520022128
shiloh police department,2015,1,438,GA0720300,Shiloh Police Department,City,harris,2,0,0,0,0,0,0.1042335962,32776,5344,63824,0.16304613131559678
shiloh police department,2016,1,442,GA0720300,Shiloh Police Department,City,harris,0,0,0,0,0,0,0.1042335962,32992,5206,65336,0.15779582929194957
shiloh police department,2017,1,462,GA0720300,Shiloh Police Department,City,harris,0,0,0,0,0,0,0.1042335962,33198,5318,69539,0.16019037291403096
shiloh police department,2018,1,476,GA0720300,Shiloh Police Department,City,harris,0,0,0,0,0,0,0.1042335962,33590,5417,74261,0.16126823459362905
sky valley police department,2009,5,217,GA1190500,Sky Valley Police Department,City,rabun,1,0,0,0,0,0,0.0865314877,16464,151,34308,0.009171525753158407
sky valley police department,2010,5,272,GA1190500,Sky Valley Police Department,City,rabun,0,0,0,0,0,0,0.0865314877,16266,198,34406,0.01217263002582073
sky valley police department,2011,5,276,GA1190500,Sky Valley Police Department,City,rabun,0,0,0,0,0,0,0.0865314877,16302,187,33533,0.011470985155195682
sky valley police department,2012,5,275,GA1190500,Sky Valley Police Department,City,rabun,4,0,0,0,0,0,0.0865314877,16297,188,32995,0.011535865496717188
sky valley police department,2013,5,268,GA1190500,Sky Valley Police Department,City,rabun,3,0,0,0,0,0,0.0865314877,16271,220,35423,0.013520988261323828
sky valley police department,2014,5,268,GA1190500,Sky Valley Police Department,City,rabun,1,0,0,0,0,0,0.0865314877,16267,250,34043,0.015368537529968649
sky valley police department,2015,5,266,GA1190500,Sky Valley Police Department,City,rabun,2,0,0,0,0,0,0.0865314877,16266,307,35211,0.018873724332964466
sky valley police department,2016,2,264,GA1190500,Sky Valley Police Department,City,rabun,0,0,0,0,0,0,0.0865314877,16312,346,38277,0.021211378126532614
sky valley police department,2017,2,264,GA1190500,Sky Valley Police Department,City,rabun,0,0,0,0,0,0,0.0865314877,16354,325,39297,0.01987281399046105
sky valley police department,2018,3,267,GA1190500,Sky Valley Police Department,City,rabun,0,0,0,0,0,0,0.0865314877,16457,393,40902,0.023880415628607887
smyrna police department,2009,87,50485,GA0330400,Smyrna Police Department,City,cobb,852,0,0,0,0,0,0.0865314877,690430,156038,66515,0.22600118766565763
smyrna police department,2010,88,51271,GA0330400,Smyrna Police Department,City,cobb,586,0,0,0,0,0,0.0865314877,677402,163830,65522,0.2418504816932929
smyrna police department,2011,90,51946,GA0330400,Smyrna Police Department,City,cobb,536,0,0,0,0,0,0.0865314877,684468,169112,65423,0.2470707176960793
smyrna police department,2012,91,52537,GA0330400,Smyrna Police Department,City,cobb,524,0,0,0,0,0,0.0865314877,691820,173854,65180,0.2512994709606545
smyrna police department,2013,94,53080,GA0330400,Smyrna Police Department,City,cobb,541,0,0,0,0,0,0.0865314877,699235,179044,63920,0.2560569765529471
smyrna police department,2014,98,53965,GA0330400,Smyrna Police Department,City,cobb,461,0,0,0,0,0,0.0865314877,708920,185448,64657,0.26159228121649836
smyrna police department,2015,89,55891,GA0330400,Smyrna Police Department,City,cobb,448,0,0,0,0,1,0.0865314877,719133,190681,65873,0.2651540118448187
smyrna police department,2016,90,57152,GA0330400,Smyrna Police Department,City,cobb,453,0,0,0,0,0,0.0865314877,728388,194744,68818,0.2673629988412769
smyrna police department,2017,85,57576,GA0330400,Smyrna Police Department,City,cobb,325,0,0,0,0,0,0.0865314877,739072,200534,72004,0.27133215708347763
smyrna police department,2018,91,57498,GA0330400,Smyrna Police Department,City,cobb,263,0,0,0,0,0,0.0865314877,745057,203874,75153,0.27363543997304907
snellville police department,2009,47,20464,GA0670800,Snellville Police Department,City,gwinnett,137,0,0,0,0,0,0.1001136047,766912,154866,65136,0.20193451139113744
snellville police department,2010,41,18242,GA0670800,Snellville Police Department,City,gwinnett,136,0,0,0,0,0,0.1001136047,778022,172401,63219,0.22158884967263137
snellville police department,2011,43,18482,GA0670800,Snellville Police Department,City,gwinnett,145,0,0,0,0,0,0.1001136047,794872,179983,63076,0.22643016737286004
snellville police department,2012,44,18885,GA0670800,Snellville Police Department,City,gwinnett,104,0,0,0,0,0,0.1001136047,810624,189028,61944,0.23318825990841624
snellville police department,2013,44,19260,GA0670800,Snellville Police Department,City,gwinnett,90,0,0,0,0,0,0.1001136047,825911,199558,60445,0.2416216759432917
snellville police department,2014,44,19480,GA0670800,Snellville Police Department,City,gwinnett,71,0,0,0,0,0,0.1001136047,842091,208408,60329,0.24748869183971803
snellville police department,2015,44,19725,GA0670800,Snellville Police Department,City,gwinnett,99,0,0,0,0,0,0.1001136047,859234,217990,60289,0.2537027166057209
snellville police department,2016,44,20025,GA0670800,Snellville Police Department,City,gwinnett,131,0,0,0,0,0,0.1001136047,874242,228057,61865,0.2608625529315681
snellville police department,2017,44,19982,GA0670800,Snellville Police Department,City,gwinnett,92,0,0,0,0,0,0.1001136047,889954,237488,64496,0.26685424190463775
snellville police department,2018,44,19947,GA0670800,Snellville Police Department,City,gwinnett,101,0,0,0,0,0,0.1001136047,902298,245748,67769,0.27235791279599425
so cedartown,2009,70,0,GA1150000,Polk County Sheriff's Office,County,polk,0,0,0,0,0,0,0.0865314877,41414,5334,39968,0.12879702516057373
so cedartown,2010,15,0,GA1150000,Polk County Sheriff's Office,County,polk,0,0,0,0,0,0,0.0865314877,41095,5201,38646,0.12656040880885752
so cedartown,2011,15,0,GA1150000,Polk County Sheriff's Office,County,polk,0,0,0,0,0,0,0.0865314877,41233,5297,38514,0.1284650643901729
so cedartown,2012,77,0,GA1150000,Polk County Sheriff's Office,County,polk,0,0,0,0,0,0,0.0865314877,41350,5353,38861,0.1294558645707376
so cedartown,2013,32,0,GA1150000,Polk County Sheriff's Office,County,polk,0,0,0,0,0,0,0.0865314877,41308,5378,39208,0.1301926987508473
so cedartown,2014,35,0,GA1150000,Polk County Sheriff's Office,County,polk,0,0,0,0,0,0,0.0865314877,41250,5465,39121,0.13248484848484848
so cedartown,2015,33,0,GA1150000,Polk County Sheriff's Office,County,polk,0,0,0,0,0,0,0.0865314877,41215,5526,37853,0.13407739900521654
so cedartown,2016,37,0,GA1150000,Polk County Sheriff's Office,County,polk,0,0,0,0,0,0,0.0865314877,41263,5069,39356,0.12284613333979594
so cedartown,2017,37,0,GA1150000,Polk County Sheriff's Office,County,polk,0,0,0,0,0,0,0.0865314877,41444,5253,40652,0.12674934851848277
so cedartown,2018,37,0,GA1150000,Polk County Sheriff's Office,County,polk,0,0,0,0,0,0,0.0865314877,41621,5091,43491,0.12231806059441147
social circle police department,2009,16,4940,GA1470300,Social Circle Police Department,City,newton,40,0,0,0,0,0,0.1001136047,94076,31901,52743,0.33909817594285474
social circle police department,2010,17,4262,GA1470300,Social Circle Police Department,City,newton,25,0,0,0,0,0,0.1001136047,96833,37321,52361,0.38541612879906645
social circle police department,2011,19,4318,GA1470300,Social Circle Police Department,City,newton,57,0,0,0,0,0,0.1001136047,98864,38704,51691,0.39148729567891244
social circle police department,2012,12,4349,GA1470300,Social Circle Police Department,City,newton,26,0,0,0,0,0,0.1001136047,100047,40145,51336,0.40126140713864483
